,0
0,13.81086672845745
1,24.983941366878717
2,31.595945018396794
3,33.64687768302008
4,53.9420942952386
5,74.23731090744884
6,89.97145653276925
7,78.33917623669856
8,80.39010890132238
9,73.31889959215003
10,75.36983225677284
11,68.29862294760704
12,79.471697586023
13,90.64477222443902
14,92.69570488906623
15,85.62449557989491
16,69.43114429692712
17,71.48207696155238
18,59.84979666548478
19,34.534303408718834
20,36.58523607334504
21,15.830813803478069
22,17.881746468105185
23,10.81053715893043
24,12.861469823557348
25,14.912402488177637
26,-1.2809487947884457
27,0.7699838698347631
28,-10.862296426233643
29,-8.811363761609883
30,-15.882573070781003
31,-32.075924353749414
32,-34.586062676021534
33,-32.535130011394905
34,-39.60633932057116
35,-46.677548629742404
36,-62.87089991270886
37,-60.81996724808784
38,-63.33010557035822
39,-70.40131487952998
40,-68.35038221490689
41,-84.54373349787534
42,-91.61494280704548
43,-94.12508112932012
44,-101.19629043849021
45,-108.26749974765998
46,-106.21656708303902
47,-104.16563441841765
48,-111.23684372758845
49,-118.30805303675756
50,-116.25712037213432
51,-118.76725869440885
52,-116.71632602978363
53,-114.66539336515844
54,-108.05338971364016
55,-106.00245704901819
56,-103.95152438439278
57,-106.46166270666156
58,-131.77715596342577
59,-138.84836527260052
60,-100.3088647127908
61,-34.40293823160274
62,-50.59628951456941
63,-48.545356849943396
64,-19.12799826393271
65,-44.443491520697364
66,-24.148274908483017
67,-22.097342243858595
68,21.003229302841206
69,23.05416196746655
70,47.91044956657788
71,68.20566617879791
72,70.25659884341927
73,63.185389534249936
74,51.553109238176845
75,12.554403020723091
76,5.483193711551308
77,-24.393370532109582
78,-8.65922490678938
79,-15.730434215965952
80,-4.557359577544076
81,-16.189639873613263
82,67.96057055516438
83,60.889361245998636
84,72.06243588441839
85,64.99122657524659
86,67.04215923986544
87,91.89844683898113
88,103.07152147739814
89,187.22173190618224
90,180.15052259700798
91,200.44573920922687
92,175.13024595246273
93,186.30332059088386
94,188.3542532555055
95,167.5998309856434
96,169.65076365025988
97,226.43454815766108
98,328.82904253403416
99,463.15103381869073
100,456.07982450951926
101,613.2071707286643
102,615.2581033932856
103,608.1868940841155
104,610.2378267487411
105,639.6551853347476
106,600.6564791172925
107,611.8295537557084
108,563.7087055644624
109,606.8092771111637
110,617.9823517495826
111,610.9111424404091
112,644.8895720133195
113,637.8183627041487
114,566.8921595784079
115,609.9927311251155
116,570.994024907659
117,563.922815598489
118,638.9508840534711
119,536.0971840194461
120,588.3198975399481
121,590.3708302045736
122,565.0553369478117
123,553.423056651741
124,569.1572022770607
125,530.1584960596022
126,541.3315706980217
127,529.6992904019511
128,513.5059391189867
129,483.6293748753245
130,485.6803075399543
131,469.4869562569807
132,471.53788892160486
133,500.95524750761587
134,475.6397542508508
135,477.69068691547875
136,397.64234181594674
137,390.5711325067769
138,401.74420714519067
139,504.1387015215606
140,497.0674922123936
141,394.21379217836966
142,355.21508596091206
143,339.0217346779449
144,350.19480931636707
145,311.1961030989115
146,272.197396881455
147,242.32083263779384
148,166.83355852515825
149,146.07913625529113
150,125.32471398542906
151,90.88707875486914
152,79.25479845880393
153,81.30573112342475
154,83.35666378805229
155,99.09080941336825
156,110.2638840517844
157,112.3148167164087
158,32.07208716518415
159,43.24516180360617
160,44.475721402380444
161,51.90809811974695
162,53.13865771852038
163,56.00996344899396
164,58.06089611362225
165,55.55075779134622
166,48.47954848217456
167,50.53048114679816
168,52.58141381142088
169,45.5102045022549
170,29.316853219285182
171,26.80671489700722
172,42.54086052232792
173,30.90858022625902
174,-8.090125991196986
175,7.644019634121183
176,18.406907739616567
177,2.623742989571356
178,0.11360466730011667
179,-6.957604641873949
180,-4.906671977246834
181,-2.855739312626042
182,-9.926948621794578
183,-16.99815793096975
184,-14.947225266345532
185,-12.89629260172232
186,-20.787874976740436
187,-31.59978220696178
188,-20.426707568542678
189,-36.62005885151031
190,-25.44698421309026
191,-32.51819352225836
192,-48.711544805230226
193,-37.53847016681025
194,-49.170750462878694
195,-65.36410174584881
196,-63.31316908122167
197,-61.26223641659803
