Date,Simple Date,Outdoor Temperature (°F),Feels Like (°F),Dew Point (°F),Wind Speed (mph),Wind Gust (mph),Max Daily Gust (mph),Wind Direction (°),Hourly Rain (in/hr),Event Rain (in),Daily Rain (in),Weekly Rain (in),Monthly Rain (in),Total Rain (in),Relative Pressure (inHg),Outdoor Humidity (%),Ultra-Violet Radiation Index,Solar Radiation (W/m^2),Absolute Pressure (inHg),CO2 battery
2022-07-21T23:55:00-04:00,2022-07-21 23:55:00,77.9,79.7,75.1,0,0,14.8,77,0,2.14,2.14,2.29,8.92,17.06,29.93,91,0,0,29.96,1
2022-07-21T23:50:00-04:00,2022-07-21 23:50:00,77.5,79.3,75,1.1,1.1,14.8,68,0,2.14,2.14,2.29,8.92,17.06,29.94,92,0,0,29.96,1
2022-07-21T23:45:00-04:00,2022-07-21 23:45:00,77.4,79.2,75.2,0,0,14.8,68,0,2.14,2.14,2.29,8.92,17.06,29.94,93,0,0,29.96,1
2022-07-21T23:40:00-04:00,2022-07-21 23:40:00,77.2,79,75.3,0,0,14.8,67,0,2.14,2.14,2.29,8.92,17.06,29.94,94,0,0,29.96,1
2022-07-21T23:35:00-04:00,2022-07-21 23:35:00,77.2,79.1,75.7,0,0,14.8,67,0,2.14,2.14,2.29,8.92,17.06,29.94,95,0,0,29.97,1
2022-07-21T23:31:00-04:00,2022-07-21 23:31:00,77,78.8,75.1,0,0,14.8,67,0,2.14,2.14,2.29,8.92,17.06,29.94,94,0,0,29.97,1
2022-07-21T23:25:00-04:00,2022-07-21 23:25:00,77,78.9,75.5,0,0,14.8,67,0,2.14,2.14,2.29,8.92,17.06,29.95,95,0,0,29.97,1
2022-07-21T23:20:00-04:00,2022-07-21 23:20:00,77.4,79.3,75.5,0,0,14.8,67,0,2.14,2.14,2.29,8.92,17.06,29.95,94,0,0,29.97,1
2022-07-21T23:15:00-04:00,2022-07-21 23:15:00,77.7,79.5,75.5,0.2,1.1,14.8,67,0,2.14,2.14,2.29,8.92,17.06,29.94,93,0,0,29.96,1
2022-07-21T23:10:00-04:00,2022-07-21 23:10:00,77.7,79.5,75.2,0,0,14.8,68,0,2.14,2.14,2.29,8.92,17.06,29.94,92,0,0,29.97,1
2022-07-21T23:05:00-04:00,2022-07-21 23:05:00,77.7,79.5,75.5,0,0,14.8,68,0,2.14,2.14,2.29,8.92,17.06,29.94,93,0,0,29.96,1
2022-07-21T23:00:00-04:00,2022-07-21 23:00:00,77.7,79.5,75.2,0,0,14.8,68,0,2.14,2.14,2.29,8.92,17.06,29.94,92,0,0,29.97,1
2022-07-21T22:55:00-04:00,2022-07-21 22:55:00,77.5,79.3,75.3,1.3,2.2,14.8,65,0,2.14,2.14,2.29,8.92,17.06,29.94,93,0,0,29.96,1
2022-07-21T22:51:00-04:00,2022-07-21 22:51:00,77.5,79.4,75.6,0,0,14.8,64,0,2.14,2.14,2.29,8.92,17.06,29.95,94,0,0,29.97,1
2022-07-21T22:45:00-04:00,2022-07-21 22:45:00,77.7,79.5,75.5,0,0,14.8,64,0,2.14,2.14,2.29,8.92,17.06,29.95,93,0,0,29.97,1
2022-07-21T22:40:00-04:00,2022-07-21 22:40:00,77.4,79.3,75.5,0,0,14.8,65,0,2.14,2.14,2.29,8.92,17.06,29.94,94,0,0,29.96,1
2022-07-21T22:35:00-04:00,2022-07-21 22:35:00,77.5,79.4,75.6,0.4,1.1,14.8,65,0,2.14,2.14,2.29,8.92,17.06,29.94,94,0,0,29.96,1
2022-07-21T22:31:00-04:00,2022-07-21 22:31:00,77.7,79.5,75.5,0.7,1.1,14.8,66,0,2.14,2.14,2.29,8.92,17.06,29.94,93,0,0,29.96,1
2022-07-21T22:25:00-04:00,2022-07-21 22:25:00,77.7,79.5,75.5,0,0,14.8,67,0,2.14,2.14,2.29,8.92,17.06,29.94,93,0,0,29.97,1
2022-07-21T22:20:00-04:00,2022-07-21 22:20:00,77.9,79.8,75.7,0,0,14.8,67,0,2.14,2.14,2.29,8.92,17.06,29.94,93,0,0,29.96,1
2022-07-21T22:15:00-04:00,2022-07-21 22:15:00,77.9,79.8,75.7,1.3,2.2,14.8,70,0,2.14,2.14,2.29,8.92,17.06,29.94,93,0,0,29.96,1
2022-07-21T22:11:00-04:00,2022-07-21 22:11:00,78.1,80,75.9,0.2,1.1,14.8,56,0,2.14,2.14,2.29,8.92,17.06,29.94,93,0,0,29.96,1
2022-07-21T22:05:00-04:00,2022-07-21 22:05:00,77.9,79.8,75.7,0,0,14.8,56,0,2.14,2.14,2.29,8.92,17.06,29.93,93,0,0,29.96,1
2022-07-21T22:00:00-04:00,2022-07-21 22:00:00,78.1,80,75.9,0,0,14.8,56,0,2.14,2.14,2.29,8.92,17.06,29.93,93,0,0,29.96,1
2022-07-21T21:55:00-04:00,2022-07-21 21:55:00,78.3,80.2,76.1,0,0,14.8,55,0,2.14,2.14,2.29,8.92,17.06,29.94,93,0,0,29.96,1
2022-07-21T21:50:00-04:00,2022-07-21 21:50:00,78.3,80.2,76.1,1.6,2.2,14.8,56,0,2.14,2.14,2.29,8.92,17.06,29.93,93,0,0,29.96,1
2022-07-21T21:45:00-04:00,2022-07-21 21:45:00,78.1,80,75.9,0,0,14.8,44,0,2.14,2.14,2.29,8.92,17.06,29.93,93,0,0,29.96,1
2022-07-21T21:40:00-04:00,2022-07-21 21:40:00,78.1,80,76.2,0.9,1.1,14.8,40,0,2.14,2.14,2.29,8.92,17.06,29.94,94,0,0,29.96,1
2022-07-21T21:35:00-04:00,2022-07-21 21:35:00,77.9,79.8,76,0,0,14.8,350,0,2.14,2.14,2.29,8.92,17.06,29.93,94,0,0,29.96,1
2022-07-21T21:31:00-04:00,2022-07-21 21:31:00,77.9,79.9,76.3,0,0,14.8,350,0,2.14,2.14,2.29,8.92,17.06,29.93,95,0,0,29.95,1
2022-07-21T21:25:00-04:00,2022-07-21 21:25:00,78.1,80.1,76.5,0.4,1.1,14.8,350,0,2.14,2.14,2.29,8.92,17.06,29.93,95,0,0,29.95,1
2022-07-21T21:20:00-04:00,2022-07-21 21:20:00,78.4,80.4,76.5,0,0,14.8,349,0,2.14,2.14,2.29,8.92,17.06,29.93,94,0,0,29.95,1
2022-07-21T21:15:00-04:00,2022-07-21 21:15:00,78.8,80.8,76.6,0.9,1.1,14.8,350,0,2.14,2.14,2.29,8.92,17.06,29.92,93,0,0,29.94,1
2022-07-21T21:10:00-04:00,2022-07-21 21:10:00,78.8,80.8,76.6,0,0,14.8,348,0,2.14,2.14,2.29,8.92,17.06,29.92,93,0,0,29.95,1
2022-07-21T21:05:00-04:00,2022-07-21 21:05:00,79,81,76.8,0,0,14.8,45,0,2.14,2.14,2.29,8.92,17.06,29.92,93,0,0,29.94,1
2022-07-21T21:00:00-04:00,2022-07-21 21:00:00,78.8,80.8,76.6,2.2,2.2,14.8,70,0,2.14,2.14,2.29,8.92,17.06,29.92,93,0,0,29.94,1
2022-07-21T20:55:00-04:00,2022-07-21 20:55:00,78.6,80.6,76.7,0.9,1.1,14.8,41,0,2.14,2.14,2.29,8.92,17.06,29.91,94,0,0,29.94,1
2022-07-21T20:51:00-04:00,2022-07-21 20:51:00,78.8,80.8,76.9,0.9,1.1,14.8,35,0,2.14,2.14,2.29,8.92,17.06,29.91,94,0,0,29.93,1
2022-07-21T20:45:00-04:00,2022-07-21 20:45:00,79.2,81.2,77,0.9,1.1,14.8,35,0,2.14,2.14,2.29,8.92,17.06,29.91,93,0,0,29.93,1
2022-07-21T20:40:00-04:00,2022-07-21 20:40:00,79.3,81.3,76.8,0.7,1.1,14.8,33,0,2.14,2.14,2.29,8.92,17.06,29.91,92,0,0,29.93,1
2022-07-21T20:35:00-04:00,2022-07-21 20:35:00,79.3,81.3,76.8,0.9,1.1,14.8,30,0,2.14,2.14,2.29,8.92,17.06,29.91,92,0,0,29.93,1
2022-07-21T20:31:00-04:00,2022-07-21 20:31:00,79.2,81.2,77,0,0,14.8,90,0,2.14,2.14,2.29,8.92,17.06,29.91,93,0,0,29.93,1
2022-07-21T20:25:00-04:00,2022-07-21 20:25:00,78.8,80.8,77.2,0,0,14.8,46,0,2.14,2.14,2.29,8.92,17.06,29.91,95,0,0,29.93,1
2022-07-21T20:20:00-04:00,2022-07-21 20:20:00,79,81.1,77.8,0,0,14.8,45,0,2.14,2.14,2.29,8.92,17.06,29.9,96,0,0,29.93,1
2022-07-21T20:15:00-04:00,2022-07-21 20:15:00,79,81.1,77.8,0,0,14.8,45,0,2.14,2.14,2.29,8.92,17.06,29.9,96,0,0,29.93,1
2022-07-21T20:11:00-04:00,2022-07-21 20:11:00,79,81.1,77.8,0,0,14.8,43,0,2.14,2.14,2.29,8.92,17.06,29.9,96,0,0,29.93,1
2022-07-21T20:05:00-04:00,2022-07-21 20:05:00,79,81.1,77.8,0,0,14.8,50,0,2.14,2.14,2.29,8.92,17.06,29.9,96,0,0,29.92,1
2022-07-21T20:00:00-04:00,2022-07-21 20:00:00,79.2,81.3,78,0,0,14.8,50,0,2.14,2.14,2.29,8.92,17.06,29.89,96,0,0,29.91,1
2022-07-21T19:55:00-04:00,2022-07-21 19:55:00,79.2,81.3,78,0,0,14.8,50,0,2.14,2.14,2.29,8.92,17.06,29.9,96,0,0,29.92,1
2022-07-21T19:51:00-04:00,2022-07-21 19:51:00,79.2,81.3,78,0.7,1.1,14.8,50,0,2.14,2.14,2.29,8.92,17.06,29.9,96,0,0,29.92,1
2022-07-21T19:45:00-04:00,2022-07-21 19:45:00,79.3,81.4,78.1,0,0,14.8,50,0,2.14,2.14,2.29,8.92,17.06,29.9,96,0,0,29.92,1
2022-07-21T19:40:00-04:00,2022-07-21 19:40:00,79.3,81.4,78.1,0.7,1.1,14.8,74,0,2.14,2.14,2.29,8.92,17.06,29.9,96,0,0,29.92,1
2022-07-21T19:35:00-04:00,2022-07-21 19:35:00,79.3,81.4,78.1,0.7,1.1,14.8,61,0,2.14,2.14,2.29,8.92,17.06,29.9,96,0,0,29.92,1
2022-07-21T19:31:00-04:00,2022-07-21 19:31:00,79.3,81.4,78.1,1.8,2.2,14.8,46,0,2.14,2.14,2.29,8.92,17.06,29.9,96,0,0,29.92,1
2022-07-21T19:25:00-04:00,2022-07-21 19:25:00,79.3,81.4,78.1,0.2,1.1,14.8,29,0,2.14,2.14,2.29,8.92,17.06,29.89,96,0,0,29.91,1
2022-07-21T19:20:00-04:00,2022-07-21 19:20:00,79.5,81.7,78.3,0,0,14.8,29,0,2.14,2.14,2.29,8.92,17.06,29.89,96,0,0.2,29.92,1
2022-07-21T19:15:00-04:00,2022-07-21 19:15:00,79.9,82.1,78.3,0,0,14.8,29,0,2.14,2.14,2.29,8.92,17.06,29.89,95,0,0.6,29.92,1
2022-07-21T19:11:00-04:00,2022-07-21 19:11:00,80.2,88.4,78.6,0,0,14.8,29,0,2.14,2.14,2.29,8.92,17.06,29.89,95,0,1.1,29.91,1
2022-07-21T19:05:00-04:00,2022-07-21 19:05:00,80.2,88.1,78.3,0.2,1.1,14.8,29,0,2.14,2.14,2.29,8.92,17.06,29.89,94,0,2.4,29.91,1
2022-07-21T19:00:00-04:00,2022-07-21 19:00:00,80.4,88.7,78.5,0,0,14.8,28,0,2.14,2.14,2.29,8.92,17.06,29.89,94,0,3.9,29.91,1
2022-07-21T18:55:00-04:00,2022-07-21 18:55:00,80.6,88.9,78.4,0,0,14.8,28,0,2.14,2.14,2.29,8.92,17.06,29.89,93,0,8.2,29.91,1
2022-07-21T18:51:00-04:00,2022-07-21 18:51:00,80.6,88.9,78.4,0,0,14.8,25,0,2.14,2.14,2.29,8.92,17.06,29.89,93,0,13,29.91,1
2022-07-21T18:45:00-04:00,2022-07-21 18:45:00,80.8,89.5,78.6,0,0,14.8,25,0,2.14,2.14,2.29,8.92,17.06,29.88,93,0,20.6,29.9,1
2022-07-21T18:40:00-04:00,2022-07-21 18:40:00,81,89.8,78.4,0,0,14.8,25,0,2.14,2.14,2.29,8.92,17.06,29.88,92,0,26.8,29.9,1
2022-07-21T18:35:00-04:00,2022-07-21 18:35:00,81,89.8,78.4,0,0,14.8,25,0,2.14,2.14,2.29,8.92,17.06,29.89,92,0,30.4,29.91,1
2022-07-21T18:31:00-04:00,2022-07-21 18:31:00,81.1,90.1,78.5,0,0,14.8,25,0,2.14,2.14,2.29,8.92,17.06,29.89,92,0,32.1,29.91,1
2022-07-21T18:25:00-04:00,2022-07-21 18:25:00,81.1,89.7,78.2,0.9,1.1,14.8,5,0,2.14,2.14,2.29,8.92,17.06,29.88,91,0,40.4,29.91,1
2022-07-21T18:20:00-04:00,2022-07-21 18:20:00,81.1,90.1,78.5,0,0,14.8,5,0,2.14,2.14,2.29,8.92,17.06,29.88,92,0,45,29.9,1
2022-07-21T18:15:00-04:00,2022-07-21 18:15:00,81,89.8,78.4,0,0,14.8,5,0,2.14,2.14,2.29,8.92,17.06,29.88,92,0,40.2,29.91,1
2022-07-21T18:11:00-04:00,2022-07-21 18:11:00,81,89.8,78.4,0.9,1.1,14.8,5,0,2.14,2.14,2.29,8.92,17.06,29.88,92,0,49,29.91,1
2022-07-21T18:05:00-04:00,2022-07-21 18:05:00,80.8,89.2,78.2,0,0,14.8,2,0,2.14,2.14,2.29,8.92,17.06,29.88,92,0,66.3,29.9,1
2022-07-21T18:00:00-04:00,2022-07-21 18:00:00,80.6,89.2,78.7,0,0,14.8,2,0,2.14,2.14,2.29,8.92,17.06,29.88,94,0,74.4,29.9,1
2022-07-21T17:55:00-04:00,2022-07-21 17:55:00,80.8,89.8,78.9,0.2,1.1,14.8,1,0,2.14,2.14,2.29,8.92,17.06,29.88,94,0,82,29.9,1
2022-07-21T17:51:00-04:00,2022-07-21 17:51:00,81.1,90.4,78.9,0.7,1.1,14.8,352,0,2.14,2.14,2.29,8.92,17.06,29.87,93,0,87.2,29.9,1
2022-07-21T17:45:00-04:00,2022-07-21 17:45:00,81.1,89.7,78.2,0.7,1.1,14.8,78,0,2.14,2.14,2.29,8.92,17.06,29.87,91,0,93.7,29.9,1
2022-07-21T17:40:00-04:00,2022-07-21 17:40:00,81.1,89.4,77.9,0.2,1.1,14.8,78,0,2.14,2.14,2.29,8.92,17.06,29.87,90,0,99.1,29.9,1
2022-07-21T17:35:00-04:00,2022-07-21 17:35:00,81.1,89.4,77.9,0,0,14.8,54,0,2.14,2.14,2.29,8.92,17.06,29.88,90,1,103.8,29.9,1
2022-07-21T17:31:00-04:00,2022-07-21 17:31:00,81,89.4,78.1,0.2,1.1,14.8,55,0,2.14,2.14,2.29,8.92,17.06,29.88,91,1,106.2,29.9,1
2022-07-21T17:25:00-04:00,2022-07-21 17:25:00,80.8,88.8,77.9,0.7,1.1,14.8,50,0,2.14,2.14,2.29,8.92,17.06,29.88,91,1,108.2,29.9,1
2022-07-21T17:20:00-04:00,2022-07-21 17:20:00,80.6,88.6,78.1,0,0,14.8,49,0,2.14,2.14,2.29,8.92,17.06,29.87,92,1,107.9,29.9,1
2022-07-21T17:15:00-04:00,2022-07-21 17:15:00,80.4,88,77.9,1.1,1.1,14.8,49,0,2.14,2.14,2.29,8.92,17.06,29.87,92,1,105.9,29.9,1
2022-07-21T17:11:00-04:00,2022-07-21 17:11:00,80.4,88,77.9,0.7,1.1,14.8,52,0,2.14,2.14,2.29,8.92,17.06,29.87,92,1,104.1,29.9,1
2022-07-21T17:05:00-04:00,2022-07-21 17:05:00,80.4,87.7,77.5,0,0,14.8,81,0,2.14,2.14,2.29,8.92,17.06,29.87,91,0,101,29.89,1
2022-07-21T17:00:00-04:00,2022-07-21 17:00:00,80.2,87.2,77.3,0.9,1.1,14.8,80,0,2.14,2.14,2.29,8.92,17.06,29.87,91,0,99.9,29.89,1
2022-07-21T16:55:00-04:00,2022-07-21 16:55:00,80.1,86.9,77.2,1.1,1.1,14.8,80,0,2.14,2.14,2.29,8.92,17.06,29.86,91,0,100.8,29.89,1
2022-07-21T16:51:00-04:00,2022-07-21 16:51:00,79.9,81.9,77.4,0,0,14.8,80,0,2.14,2.14,2.29,8.92,17.06,29.87,92,1,102.7,29.89,1
2022-07-21T16:45:00-04:00,2022-07-21 16:45:00,79.5,81.5,77,0.9,1.1,14.8,59,0,2.14,2.14,2.29,8.92,17.06,29.87,92,1,105.6,29.89,1
2022-07-21T16:40:00-04:00,2022-07-21 16:40:00,79.2,81.2,77,0.9,1.1,14.8,49,0,2.14,2.14,2.29,8.92,17.06,29.87,93,1,109,29.89,1
2022-07-21T16:35:00-04:00,2022-07-21 16:35:00,79,80.9,76.5,2.2,2.2,14.8,81,0,2.14,2.14,2.29,8.92,17.06,29.87,92,1,110.6,29.89,1
2022-07-21T16:31:00-04:00,2022-07-21 16:31:00,79,80.9,76.5,1.1,1.1,14.8,55,0,2.14,2.14,2.29,8.92,17.06,29.87,92,1,110.8,29.9,1
2022-07-21T16:25:00-04:00,2022-07-21 16:25:00,79,81,76.8,0,0,14.8,27,0,2.14,2.14,2.29,8.92,17.06,29.87,93,1,109,29.9,1
2022-07-21T16:20:00-04:00,2022-07-21 16:20:00,79,80.9,76.1,1.8,2.2,14.8,62,0,2.14,2.14,2.29,8.92,17.06,29.87,91,1,105.8,29.9,1
2022-07-21T16:15:00-04:00,2022-07-21 16:15:00,78.6,80.5,76.1,0,0,14.8,156,0,2.14,2.14,2.29,8.92,17.06,29.87,92,0,101.9,29.9,1
2022-07-21T16:11:00-04:00,2022-07-21 16:11:00,78.6,80.4,75.7,0.9,1.1,14.8,83,0,2.14,2.14,2.29,8.92,17.06,29.88,91,0,98.7,29.91,1
2022-07-21T16:05:00-04:00,2022-07-21 16:05:00,78.6,80.4,75.7,2.2,3.4,14.8,59,0,2.14,2.14,2.29,8.92,17.06,29.88,91,0,94,29.9,1
2022-07-21T16:00:00-04:00,2022-07-21 16:00:00,78.4,80.2,75.5,1.3,2.2,14.8,173,0,2.14,2.14,2.29,8.92,17.06,29.89,91,0,90.8,29.91,1
2022-07-21T15:55:00-04:00,2022-07-21 15:55:00,77.9,79.7,75.4,1.8,3.4,14.8,82,0,2.14,2.14,2.29,8.92,17.06,29.89,92,0,87.9,29.91,1
2022-07-21T15:51:00-04:00,2022-07-21 15:51:00,77.7,79.5,75.5,0,0,14.8,124,0,2.14,2.14,2.29,8.92,17.06,29.89,93,0,85.6,29.91,1
2022-07-21T15:45:00-04:00,2022-07-21 15:45:00,77.5,79.3,75.3,0,0,14.8,86,0,2.14,2.14,2.29,8.92,17.06,29.89,93,0,81.8,29.91,1
2022-07-21T15:40:00-04:00,2022-07-21 15:40:00,77.2,79,75,0,0,14.8,82,0,2.14,2.14,2.29,8.92,17.06,29.89,93,0,78,29.91,1
2022-07-21T15:35:00-04:00,2022-07-21 15:35:00,76.8,78.6,74.6,1.3,2.2,14.8,80,0,2.14,2.14,2.29,8.92,17.06,29.89,93,0,73.5,29.91,1
2022-07-21T15:31:00-04:00,2022-07-21 15:31:00,76.8,78.6,74.6,1.3,2.2,14.8,102,0,2.14,2.14,2.29,8.92,17.06,29.89,93,0,69,29.91,1
2022-07-21T15:25:00-04:00,2022-07-21 15:25:00,76.3,78.1,75.1,1.3,2.2,14.8,73,0,2.14,2.14,2.29,8.92,17.06,29.9,96,0,62.5,29.92,1
2022-07-21T15:20:00-04:00,2022-07-21 15:20:00,76.1,77.9,74.9,0.2,1.1,14.8,46,0,2.14,2.14,2.29,8.92,17.06,29.89,96,0,56.8,29.91,1
2022-07-21T15:15:00-04:00,2022-07-21 15:15:00,76.1,77.9,74.6,0.9,1.1,14.8,31,0,2.14,2.14,2.29,8.92,17.06,29.89,95,0,52.5,29.91,1
2022-07-21T15:11:00-04:00,2022-07-21 15:11:00,76.1,77.9,74.6,0.9,1.1,14.8,1,0,2.14,2.14,2.29,8.92,17.06,29.9,95,0,50.7,29.92,1
2022-07-21T15:05:00-04:00,2022-07-21 15:05:00,75.9,77.7,74.4,0,0,14.8,28,0,2.14,2.14,2.29,8.92,17.06,29.9,95,0,49.6,29.93,1
2022-07-21T15:00:00-04:00,2022-07-21 15:00:00,75.7,77.5,74.5,0.9,1.1,14.8,28,0,2.14,2.14,2.29,8.92,17.06,29.91,96,0,48.9,29.93,1
2022-07-21T14:55:00-04:00,2022-07-21 14:55:00,75.6,77.3,74.1,1.8,2.2,14.8,40,0,2.14,2.14,2.29,8.92,17.06,29.9,95,0,46.8,29.93,1
2022-07-21T14:51:00-04:00,2022-07-21 14:51:00,75.4,77.1,73.9,1.6,2.2,14.8,44,0,2.14,2.14,2.29,8.92,17.06,29.9,95,0,43.9,29.92,1
2022-07-21T14:45:00-04:00,2022-07-21 14:45:00,75,76.7,73.5,0.7,1.1,14.8,113,0.05,2.14,2.14,2.29,8.92,17.06,29.89,95,0,37.1,29.92,1
2022-07-21T14:40:00-04:00,2022-07-21 14:40:00,74.8,76.4,73.3,2,3.4,14.8,50,0.17,2.14,2.14,2.29,8.92,17.06,29.89,95,0,33,29.91,1
2022-07-21T14:35:00-04:00,2022-07-21 14:35:00,75,76.6,73.2,4,4.5,14.8,83,0.19,2.13,2.13,2.28,8.91,17.05,29.9,94,0,29,29.92,1
2022-07-21T14:31:00-04:00,2022-07-21 14:31:00,75.4,77,73.2,2.2,3.4,14.8,73,0.12,2.12,2.12,2.27,8.9,17.04,29.9,93,0,26.2,29.92,1
2022-07-21T14:25:00-04:00,2022-07-21 14:25:00,75.4,77,72.9,0.2,1.1,14.8,235,0.12,2.1,2.1,2.25,8.88,17.02,29.91,92,0,25.7,29.93,1
2022-07-21T14:20:00-04:00,2022-07-21 14:20:00,75,76.5,72.5,3.8,4.5,14.8,208,0.5,2.09,2.09,2.24,8.87,17.01,29.9,92,0,26.6,29.93,1
2022-07-21T14:15:00-04:00,2022-07-21 14:15:00,74.5,76.1,73,0.7,1.1,14.8,56,1.56,2.08,2.08,2.23,8.86,17,29.91,95,0,27.1,29.94,1
2022-07-21T14:11:00-04:00,2022-07-21 14:11:00,74.5,76.2,73.3,3.8,4.5,14.8,177,1.56,2.06,2.06,2.21,8.84,16.98,29.93,96,0,23.8,29.95,1
2022-07-21T14:05:00-04:00,2022-07-21 14:05:00,76.8,78.5,74.3,3.4,4.5,12.5,165,0.19,1.83,1.83,1.98,8.61,16.75,29.93,92,0,19.1,29.95,1
2022-07-21T14:00:00-04:00,2022-07-21 14:00:00,76.8,78.5,74.3,4.5,5.8,12.5,109,0.07,1.8,1.8,1.95,8.58,16.72,29.93,92,0,15.5,29.95,1
2022-07-21T13:55:00-04:00,2022-07-21 13:55:00,76.6,78.4,74.7,0,0,12.5,153,0.07,1.8,1.8,1.95,8.58,16.72,29.93,94,0,22.4,29.96,1
2022-07-21T13:51:00-04:00,2022-07-21 13:51:00,76.6,78.4,74.7,0,0,12.5,50,0,1.79,1.79,1.94,8.57,16.71,29.93,94,0,26.9,29.96,1
2022-07-21T13:45:00-04:00,2022-07-21 13:45:00,76.6,78.4,74.7,2.7,3.4,12.5,63,0.12,1.79,1.79,1.94,8.57,16.71,29.93,94,0,30.6,29.96,1
2022-07-21T13:40:00-04:00,2022-07-21 13:40:00,76.8,78.6,74.9,0.7,1.1,12.5,347,0.28,1.79,1.79,1.94,8.57,16.71,29.93,94,0,30.6,29.96,1
2022-07-21T13:35:00-04:00,2022-07-21 13:35:00,76.8,78.6,74.9,3.4,4.5,12.5,53,1.56,1.77,1.77,1.92,8.55,16.69,29.93,94,0,27.2,29.96,1
2022-07-21T13:31:00-04:00,2022-07-21 13:31:00,77.2,79,75.3,4.5,5.8,12.5,74,2.34,1.76,1.76,1.91,8.54,16.68,29.93,94,0,21.6,29.95,1
2022-07-21T13:25:00-04:00,2022-07-21 13:25:00,77.4,79.4,76.2,2.5,3.4,12.5,94,2.88,1.55,1.55,1.7,8.33,16.47,29.93,96,0,15.7,29.96,1
2022-07-21T13:20:00-04:00,2022-07-21 13:20:00,77.7,79.6,76.1,2.7,3.4,12.5,256,2.6,1.33,1.33,1.48,8.11,16.25,29.94,95,0,16.4,29.96,1
2022-07-21T13:15:00-04:00,2022-07-21 13:15:00,78.6,80.7,77.4,1.6,2.2,12.5,220,0.9,1.05,1.05,1.2,7.83,15.97,29.94,96,0,15.4,29.96,1
2022-07-21T13:11:00-04:00,2022-07-21 13:11:00,78.8,80.8,77.2,1.1,1.1,12.5,292,0,0.9,0.9,1.05,7.68,15.82,29.93,95,0,17.9,29.96,1
2022-07-21T13:05:00-04:00,2022-07-21 13:05:00,79,81.1,77.4,0,0,12.5,348,0,0.9,0.9,1.05,7.68,15.82,29.92,95,0,43.7,29.95,1
2022-07-21T13:00:00-04:00,2022-07-21 13:00:00,78.8,80.8,77.2,1.1,1.1,12.5,5,0.05,0.9,0.9,1.05,7.68,15.82,29.91,95,0,59.3,29.94,1
2022-07-21T12:55:00-04:00,2022-07-21 12:55:00,78.8,80.8,77.2,1.8,3.4,12.5,345,0.05,0.9,0.9,1.05,7.68,15.82,29.92,95,0,48.5,29.95,1
2022-07-21T12:51:00-04:00,2022-07-21 12:51:00,78.8,80.8,77.2,1.3,2.2,12.5,335,0,0.89,0.89,1.04,7.67,15.81,29.93,95,0,40.7,29.95,1
2022-07-21T12:45:00-04:00,2022-07-21 12:45:00,79,81,77.1,1.1,1.1,12.5,336,0.07,0.89,0.89,1.04,7.67,15.81,29.93,94,0,65,29.96,1
2022-07-21T12:40:00-04:00,2022-07-21 12:40:00,78.8,80.8,76.9,2.2,4.5,12.5,350,0.12,0.89,0.89,1.04,7.67,15.81,29.92,94,0,65.5,29.94,1
2022-07-21T12:35:00-04:00,2022-07-21 12:35:00,78.4,80.5,77.2,0.7,1.1,12.5,332,0.24,0.88,0.88,1.03,7.66,15.8,29.93,96,0,66.6,29.95,1
2022-07-21T12:31:00-04:00,2022-07-21 12:31:00,78.1,80.1,76.9,0,0,12.5,330,0.94,0.88,0.88,1.03,7.66,15.8,29.93,96,0,61.1,29.96,1
2022-07-21T12:25:00-04:00,2022-07-21 12:25:00,78.1,80.1,76.9,2.2,3.4,12.5,5,1.63,0.85,0.85,1,7.63,15.77,29.92,96,0,66.8,29.95,1
2022-07-21T12:20:00-04:00,2022-07-21 12:20:00,77.9,79.9,76.3,1.1,1.1,12.5,253,1.82,0.72,0.72,0.87,7.5,15.64,29.93,95,0,63.1,29.96,1
2022-07-21T12:15:00-04:00,2022-07-21 12:15:00,78.6,80.6,77,2.2,2.2,12.5,238,0.9,0.57,0.57,0.72,7.35,15.49,29.94,95,0,32.3,29.96,1
2022-07-21T12:11:00-04:00,2022-07-21 12:11:00,79.2,81.2,77.3,3.4,5.8,12.5,131,0,0.42,0.42,0.57,7.2,15.34,29.92,94,0,24.1,29.95,1
2022-07-21T12:05:00-04:00,2022-07-21 12:05:00,79.2,81.2,77.3,1.8,2.2,12.5,25,0.05,0.42,0.42,0.57,7.2,15.34,29.92,94,0,78.6,29.94,1
2022-07-21T12:00:00-04:00,2022-07-21 12:00:00,79.3,81.3,76.8,2.7,3.4,12.5,1,0.28,0.42,0.42,0.57,7.2,15.34,29.91,92,0,69.1,29.94,1
2022-07-21T11:55:00-04:00,2022-07-21 11:55:00,79.2,81.2,77,2.2,2.2,12.5,249,0.66,0.42,0.42,0.57,7.2,15.34,29.91,93,1,106.1,29.93,1
2022-07-21T11:51:00-04:00,2022-07-21 11:51:00,79.2,81.2,77,2.5,3.4,12.5,251,0.9,0.39,0.39,0.54,7.17,15.31,29.93,93,1,105.8,29.95,1
2022-07-21T11:45:00-04:00,2022-07-21 11:45:00,80.2,87.8,78,2.2,3.4,12.5,253,0.59,0.31,0.31,0.46,7.09,15.23,29.93,93,0,99.5,29.95,1
2022-07-21T11:40:00-04:00,2022-07-21 11:40:00,80.8,88.8,77.9,2,2.2,12.5,252,0.19,0.24,0.24,0.39,7.02,15.16,29.93,91,0,99.2,29.95,1
