Date,Simple Date,Outdoor Temperature (°F),Feels Like (°F),Dew Point (°F),Wind Speed (mph),Wind Gust (mph),Max Daily Gust (mph),Wind Direction (°),Hourly Rain (in/hr),Event Rain (in),Daily Rain (in),Weekly Rain (in),Monthly Rain (in),Total Rain (in),Relative Pressure (inHg),Outdoor Humidity (%),Ultra-Violet Radiation Index,Solar Radiation (W/m^2),Absolute Pressure (inHg),CO2 battery
2022-07-06T13:10:00-04:00,2022-07-06 13:10:00,87.4,96.6,74.6,5.6,6.9,9.2,320,0,2.74,0.01,2.74,2.91,11.05,29.9,66,10,1051.4,29.92,1
2022-07-06T13:05:00-04:00,2022-07-06 13:05:00,86.9,95.9,74.6,3.8,5.8,9.2,5,0,2.74,0.01,2.74,2.91,11.05,29.9,67,2,262.2,29.92,1
2022-07-06T13:00:00-04:00,2022-07-06 13:00:00,88.5,98.3,74.7,2.2,3.4,9.2,354,0,2.74,0.01,2.74,2.91,11.05,29.9,64,8,833.9,29.92,1
2022-07-06T12:55:00-04:00,2022-07-06 12:55:00,88.2,97.5,74.4,8.7,9.2,9.2,354,0,2.74,0.01,2.74,2.91,11.05,29.9,64,3,315.8,29.93,1
2022-07-06T12:50:00-04:00,2022-07-06 12:50:00,88.2,97,74,2.7,3.4,9.2,356,0,2.74,0.01,2.74,2.91,11.05,29.89,63,10,1056.3,29.92,1
2022-07-06T12:45:00-04:00,2022-07-06 12:45:00,87.3,96.4,74.5,1.3,2.2,9.2,301,0,2.74,0.01,2.74,2.91,11.05,29.89,66,3,367.6,29.92,1
2022-07-06T12:40:00-04:00,2022-07-06 12:40:00,88.2,98,74.9,3.4,5.8,9.2,291,0,2.74,0.01,2.74,2.91,11.05,29.89,65,2,263.1,29.91,1
2022-07-06T12:35:00-04:00,2022-07-06 12:35:00,89.6,99.3,74.3,4.9,5.8,9.2,317,0,2.74,0.01,2.74,2.91,11.05,29.89,61,9,999.1,29.92,1
2022-07-06T12:30:00-04:00,2022-07-06 12:30:00,89.6,100.4,75.3,2.9,4.5,9.2,348,0,2.74,0.01,2.74,2.91,11.05,29.89,63,7,761.9,29.91,1
2022-07-06T12:25:00-04:00,2022-07-06 12:25:00,88.9,98.7,74.6,5.4,5.8,9.2,38,0,2.74,0.01,2.74,2.91,11.05,29.9,63,10,1054.7,29.92,1
2022-07-06T12:20:00-04:00,2022-07-06 12:20:00,87.6,97.1,74.8,4,4.5,8.1,58,0,2.74,0.01,2.74,2.91,11.05,29.9,66,9,1000.5,29.93,1
2022-07-06T12:15:00-04:00,2022-07-06 12:15:00,88.3,97.8,74.5,2.5,3.4,8.1,45,0,2.74,0.01,2.74,2.91,11.05,29.9,64,9,980,29.92,1
2022-07-06T12:10:00-04:00,2022-07-06 12:10:00,87.8,97.1,74.5,3.4,4.5,8.1,29,0,2.74,0.01,2.74,2.91,11.05,29.9,65,10,1085.4,29.92,1
2022-07-06T12:05:00-04:00,2022-07-06 12:05:00,87.4,97.1,75.1,1.6,2.2,8.1,38,0,2.74,0.01,2.74,2.91,11.05,29.9,67,3,386,29.92,1
2022-07-06T12:00:00-04:00,2022-07-06 12:00:00,87.4,96.1,74.2,1.8,2.2,8.1,344,0,2.74,0.01,2.74,2.91,11.05,29.9,65,3,311,29.92,1
2022-07-06T11:55:00-04:00,2022-07-06 11:55:00,87.8,97.1,74.5,2,2.2,8.1,329,0,2.74,0.01,2.74,2.91,11.05,29.9,65,6,700.7,29.92,1
2022-07-06T11:50:00-04:00,2022-07-06 11:50:00,87.1,95.4,73.9,1.1,2.2,8.1,339,0,2.74,0.01,2.74,2.91,11.05,29.91,65,10,1120.7,29.93,1
2022-07-06T11:45:00-04:00,2022-07-06 11:45:00,86.5,93.3,72.4,2.7,3.4,8.1,338,0,2.74,0.01,2.74,2.91,11.05,29.91,63,10,1085.2,29.93,1
2022-07-06T11:40:00-04:00,2022-07-06 11:40:00,85.6,92.5,72.9,2.2,2.2,8.1,312,0,2.74,0.01,2.74,2.91,11.05,29.91,66,3,326.3,29.93,1
2022-07-06T11:35:00-04:00,2022-07-06 11:35:00,86,93,72.8,2.5,3.4,8.1,294,0,2.74,0.01,2.74,2.91,11.05,29.91,65,1,196.8,29.93,1
2022-07-06T11:30:00-04:00,2022-07-06 11:30:00,87.1,94.5,72.9,2.9,3.4,8.1,296,0,2.74,0.01,2.74,2.91,11.05,29.91,63,1,151,29.93,1
2022-07-06T11:25:00-04:00,2022-07-06 11:25:00,88.5,96.2,72.8,4.5,5.8,8.1,348,0,2.74,0.01,2.74,2.91,11.05,29.91,60,9,1019.1,29.93,1
2022-07-06T11:20:00-04:00,2022-07-06 11:20:00,88.5,96.7,73.3,1.1,1.1,5.8,294,0,2.74,0.01,2.74,2.91,11.05,29.91,61,9,958,29.93,1
2022-07-06T11:15:00-04:00,2022-07-06 11:15:00,87.6,95.2,72.9,0.7,1.1,5.8,294,0,2.74,0.01,2.74,2.91,11.05,29.91,62,9,948.5,29.93,1
2022-07-06T11:10:00-04:00,2022-07-06 11:10:00,88.2,96.5,73.5,1.8,2.2,5.8,317,0,2.74,0.01,2.74,2.91,11.05,29.91,62,3,335.6,29.93,1
2022-07-06T11:05:00-04:00,2022-07-06 11:05:00,87.3,94.5,72.7,2.9,4.5,5.8,320,0,2.74,0.01,2.74,2.91,11.05,29.91,62,7,731.6,29.93,1
2022-07-06T11:00:00-04:00,2022-07-06 11:00:00,87.4,94.3,72.3,3.4,4.5,5.8,293,0,2.74,0.01,2.74,2.91,11.05,29.91,61,9,928.4,29.93,1
2022-07-06T10:55:00-04:00,2022-07-06 10:55:00,86.9,93.7,72.3,0.7,1.1,5.8,276,0,2.74,0.01,2.74,2.91,11.05,29.91,62,5,581.8,29.93,1
2022-07-06T10:50:00-04:00,2022-07-06 10:50:00,86.4,92.6,71.8,1.1,1.1,5.8,352,0,2.74,0.01,2.74,2.91,11.05,29.91,62,7,805.9,29.93,1
2022-07-06T10:45:00-04:00,2022-07-06 10:45:00,87.3,94.5,72.7,1.8,2.2,5.8,347,0,2.74,0.01,2.74,2.91,11.05,29.91,62,1,127.2,29.93,1
2022-07-06T10:40:00-04:00,2022-07-06 10:40:00,88.3,96.8,73.6,1.8,2.2,5.8,231,0,2.74,0.01,2.74,2.91,11.05,29.9,62,7,738.5,29.93,1
2022-07-06T10:35:00-04:00,2022-07-06 10:35:00,88.7,97.7,74,0.7,1.1,5.8,284,0,2.74,0.01,2.74,2.91,11.05,29.9,62,8,830.9,29.92,1
2022-07-06T10:30:00-04:00,2022-07-06 10:30:00,88.2,96.1,73,0.9,1.1,5.8,82,0,2.74,0.01,2.74,2.91,11.05,29.91,61,2,294.4,29.93,1
2022-07-06T10:25:00-04:00,2022-07-06 10:25:00,86.9,93.3,71.8,2.5,3.4,5.8,63,0,2.74,0.01,2.74,2.91,11.05,29.91,61,7,817.1,29.93,1
2022-07-06T10:20:00-04:00,2022-07-06 10:20:00,87.6,95.2,72.9,2.5,3.4,5.8,10,0,2.74,0.01,2.74,2.91,11.05,29.91,62,6,710.5,29.93,1
2022-07-06T10:15:00-04:00,2022-07-06 10:15:00,86.9,92.9,71.3,2.2,2.2,5.8,92,0,2.74,0.01,2.74,2.91,11.05,29.91,60,7,811.5,29.93,1
2022-07-06T10:10:00-04:00,2022-07-06 10:10:00,86.5,92.5,71.4,2,2.2,5.8,1,0,2.74,0.01,2.74,2.91,11.05,29.9,61,7,743.2,29.92,1
2022-07-06T10:05:00-04:00,2022-07-06 10:05:00,85.5,90.8,71,3.8,4.5,5.8,299,0,2.74,0.01,2.74,2.91,11.05,29.91,62,6,707.7,29.93,1
2022-07-06T10:00:00-04:00,2022-07-06 10:00:00,86.5,92.1,70.9,3.1,3.4,5.8,311,0,2.74,0.01,2.74,2.91,11.05,29.91,60,6,690.7,29.93,1
2022-07-06T09:55:00-04:00,2022-07-06 09:55:00,85.5,91.6,71.9,2.9,3.4,5.8,348,0,2.74,0.01,2.74,2.91,11.05,29.91,64,6,677,29.93,1
2022-07-06T09:50:00-04:00,2022-07-06 09:50:00,85.8,91.4,71.2,2.9,3.4,5.8,295,0,2.74,0.01,2.74,2.91,11.05,29.9,62,6,665.3,29.93,1
2022-07-06T09:45:00-04:00,2022-07-06 09:45:00,85.5,91.2,71.4,1.1,1.1,5.8,0,0,2.74,0.01,2.74,2.91,11.05,29.91,63,6,654.8,29.93,1
2022-07-06T09:40:00-04:00,2022-07-06 09:40:00,85.6,91.8,72,2.9,3.4,5.8,248,0,2.74,0.01,2.74,2.91,11.05,29.91,64,6,640.9,29.93,1
2022-07-06T09:35:00-04:00,2022-07-06 09:35:00,85.6,92.5,72.9,2.2,2.2,4.5,301,0,2.74,0.01,2.74,2.91,11.05,29.91,66,6,632,29.93,1
2022-07-06T09:30:00-04:00,2022-07-06 09:30:00,85.6,91.4,71.5,2,2.2,4.5,260,0,2.74,0.01,2.74,2.91,11.05,29.91,63,6,616.4,29.93,1
2022-07-06T09:25:00-04:00,2022-07-06 09:25:00,85.8,91.4,71.2,0.9,1.1,3.4,260,0,2.74,0.01,2.74,2.91,11.05,29.91,62,5,606.1,29.93,1
2022-07-06T09:20:00-04:00,2022-07-06 09:20:00,85.3,91.9,72.6,0.4,1.1,3.4,248,0,2.74,0.01,2.74,2.91,11.05,29.9,66,5,601.1,29.92,1
2022-07-06T09:15:00-04:00,2022-07-06 09:15:00,85.5,91.9,72.4,0,0,3.4,257,0,2.74,0.01,2.74,2.91,11.05,29.91,65,5,587.2,29.93,1
2022-07-06T09:10:00-04:00,2022-07-06 09:10:00,85.5,92.3,72.8,0,0,3.4,330,0,2.74,0.01,2.74,2.91,11.05,29.91,66,5,583.6,29.93,1
2022-07-06T09:05:00-04:00,2022-07-06 09:05:00,84.2,91.6,74.2,1.1,1.1,3.4,260,0,2.74,0.01,2.74,2.91,11.05,29.9,72,5,564.1,29.93,1
2022-07-06T09:00:00-04:00,2022-07-06 09:00:00,83.3,89.6,73.3,1.1,1.1,3.4,28,0,2.74,0.01,2.74,2.91,11.05,29.9,72,5,549.4,29.92,1
2022-07-06T08:55:00-04:00,2022-07-06 08:55:00,84.4,92.8,75.2,0.4,1.1,3.4,325,0,2.74,0.01,2.74,2.91,11.05,29.9,74,5,527.2,29.93,1
2022-07-06T08:50:00-04:00,2022-07-06 08:50:00,83.7,91.4,74.9,0,0,3.4,8,0,2.74,0.01,2.74,2.91,11.05,29.9,75,4,508.1,29.93,1
2022-07-06T08:45:00-04:00,2022-07-06 08:45:00,82.8,89.3,74,1.3,2.2,3.4,100,0,2.74,0.01,2.74,2.91,11.05,29.9,75,4,491.7,29.93,1
2022-07-06T08:40:00-04:00,2022-07-06 08:40:00,82,88.3,74.4,0.9,1.1,3.4,70,0,2.74,0.01,2.74,2.91,11.05,29.91,78,4,471.4,29.93,1
2022-07-06T08:35:00-04:00,2022-07-06 08:35:00,81.7,87.2,73.4,2.2,3.4,3.4,66,0,2.74,0.01,2.74,2.91,11.05,29.89,76,4,452.2,29.91,1
2022-07-06T08:30:00-04:00,2022-07-06 08:30:00,80.4,85.4,74.4,0.2,1.1,3.4,6,0,2.74,0.01,2.74,2.91,11.05,29.9,82,4,431.2,29.92,1
2022-07-06T08:25:00-04:00,2022-07-06 08:25:00,79.7,81.2,73.3,1.6,2.2,3.4,55,0,2.74,0.01,2.74,2.91,11.05,29.9,81,4,410.6,29.92,1
2022-07-06T08:20:00-04:00,2022-07-06 08:20:00,79.5,81,73.1,2.9,3.4,3.4,93,0,2.74,0.01,2.74,2.91,11.05,29.9,81,3,375.3,29.92,1
2022-07-06T08:15:00-04:00,2022-07-06 08:15:00,80.1,84.7,74.1,1.8,2.2,3.4,42,0,2.74,0.01,2.74,2.91,11.05,29.9,82,3,323.8,29.92,1
2022-07-06T08:10:00-04:00,2022-07-06 08:10:00,79.5,81,73.5,1.1,1.1,3.4,55,0,2.74,0.01,2.74,2.91,11.05,29.9,82,2,278.9,29.92,1
2022-07-06T08:05:00-04:00,2022-07-06 08:05:00,79.3,80.8,73.7,0.7,1.1,3.4,44,0,2.74,0.01,2.74,2.91,11.05,29.91,83,2,233.2,29.93,1
2022-07-06T08:00:00-04:00,2022-07-06 08:00:00,78.4,79.9,73.5,0,0,3.4,355,0,2.74,0.01,2.74,2.91,11.05,29.9,85,2,206.1,29.92,1
2022-07-06T07:55:00-04:00,2022-07-06 07:55:00,77,78.5,72.8,0.9,1.1,3.4,13,0,2.74,0.01,2.74,2.91,11.05,29.9,87,1,183,29.93,1
2022-07-06T07:50:00-04:00,2022-07-06 07:50:00,76.1,77.6,72.6,0.7,1.1,3.4,7,0,2.74,0.01,2.74,2.91,11.05,29.91,89,1,159.7,29.93,1
2022-07-06T07:45:00-04:00,2022-07-06 07:45:00,75.9,77.4,72.7,0.4,1.1,3.4,346,0,2.74,0.01,2.74,2.91,11.05,29.9,90,1,141.3,29.93,1
2022-07-06T07:40:00-04:00,2022-07-06 07:40:00,76.1,77.6,72.9,2.2,2.2,3.4,359,0,2.74,0.01,2.74,2.91,11.05,29.9,90,1,125.5,29.92,1
2022-07-06T07:35:00-04:00,2022-07-06 07:35:00,77.4,78.9,73.2,1.3,2.2,2.2,23,0,2.74,0.01,2.74,2.91,11.05,29.9,87,1,115.9,29.92,1
2022-07-06T07:30:00-04:00,2022-07-06 07:30:00,76.8,78.1,71.6,0,0,2.2,342,0,2.74,0.01,2.74,2.91,11.05,29.9,84,1,106.5,29.92,1
2022-07-06T07:25:00-04:00,2022-07-06 07:25:00,75.7,77.1,71.5,0,0,2.2,342,0,2.74,0.01,2.74,2.91,11.05,29.9,87,0,90.9,29.92,1
2022-07-06T07:20:00-04:00,2022-07-06 07:20:00,76.1,77.5,71.9,0.2,1.1,2.2,39,0,2.74,0.01,2.74,2.91,11.05,29.9,87,0,96.3,29.92,1
2022-07-06T07:15:00-04:00,2022-07-06 07:15:00,77.5,78.9,72.3,0.4,1.1,2.2,48,0,2.74,0.01,2.74,2.91,11.05,29.9,84,0,95.3,29.93,1
2022-07-06T07:10:00-04:00,2022-07-06 07:10:00,77.4,78.7,71.8,0,0,2.2,48,0,2.74,0.01,2.74,2.91,11.05,29.9,83,0,93.1,29.92,1
2022-07-06T07:05:00-04:00,2022-07-06 07:05:00,76.5,77.8,71.3,0,0,2.2,49,0,2.74,0.01,2.74,2.91,11.05,29.9,84,0,87.4,29.92,1
2022-07-06T07:00:00-04:00,2022-07-06 07:00:00,75,76.2,70.2,0,0,2.2,46,0,2.74,0.01,2.74,2.91,11.05,29.91,85,0,85.3,29.93,1
2022-07-06T06:55:00-04:00,2022-07-06 06:55:00,73.4,74.7,70.3,0,0,2.2,45,0,2.74,0.01,2.74,2.91,11.05,29.9,90,0,75.5,29.92,1
2022-07-06T06:50:00-04:00,2022-07-06 06:50:00,71.8,73,69.3,0,0,2.2,45,0,2.74,0.01,2.74,2.91,11.05,29.9,92,0,63.5,29.93,1
2022-07-06T06:45:00-04:00,2022-07-06 06:45:00,71.1,72.4,69.6,0,0,2.2,45,0,2.74,0.01,2.74,2.91,11.05,29.9,95,0,31.4,29.92,1
2022-07-06T06:40:00-04:00,2022-07-06 06:40:00,70.7,71.9,69.2,0,0,2.2,45,0,2.74,0.01,2.74,2.91,11.05,29.89,95,0,28.1,29.92,1
2022-07-06T06:35:00-04:00,2022-07-06 06:35:00,70.3,71.5,69.1,0,0,2.2,45,0,2.74,0.01,2.74,2.91,11.05,29.9,96,0,30,29.92,1
2022-07-06T06:30:00-04:00,2022-07-06 06:30:00,70.3,71.5,68.8,0,0,2.2,45,0,2.74,0.01,2.74,2.91,11.05,29.89,95,0,22.5,29.91,1
2022-07-06T06:25:00-04:00,2022-07-06 06:25:00,70.3,71.5,68.8,0,0,2.2,45,0,2.74,0.01,2.74,2.91,11.05,29.9,95,0,19.6,29.92,1
2022-07-06T06:20:00-04:00,2022-07-06 06:20:00,70.2,71.4,68.7,0,0,2.2,45,0,2.74,0.01,2.74,2.91,11.05,29.89,95,0,16.7,29.92,1
2022-07-06T06:15:00-04:00,2022-07-06 06:15:00,70.7,71.9,68.9,0,0,2.2,45,0,2.74,0.01,2.74,2.91,11.05,29.89,94,0,13.4,29.91,1
2022-07-06T06:10:00-04:00,2022-07-06 06:10:00,70.9,72.1,68.8,0,0,2.2,45,0,2.74,0.01,2.74,2.91,11.05,29.89,93,0,10.1,29.91,1
2022-07-06T06:05:00-04:00,2022-07-06 06:05:00,70.3,71.4,68.5,0.2,1.1,2.2,46,0,2.74,0.01,2.74,2.91,11.05,29.89,94,0,6.9,29.91,1
2022-07-06T06:00:00-04:00,2022-07-06 06:00:00,70.2,71.3,68.4,0,0,2.2,45,0,2.74,0.01,2.74,2.91,11.05,29.89,94,0,4.4,29.91,1
2022-07-06T05:55:00-04:00,2022-07-06 05:55:00,70.5,71.7,68.7,0,0,2.2,30,0,2.74,0.01,2.74,2.91,11.05,29.89,94,0,2.4,29.91,1
2022-07-06T05:50:00-04:00,2022-07-06 05:50:00,70.3,71.4,68.5,0.7,1.1,2.2,350,0,2.74,0.01,2.74,2.91,11.05,29.89,94,0,1.1,29.91,1
2022-07-06T05:45:00-04:00,2022-07-06 05:45:00,69.8,71,68.6,0,0,2.2,49,0,2.74,0.01,2.74,2.91,11.05,29.89,96,0,0.4,29.91,1
2022-07-06T05:40:00-04:00,2022-07-06 05:40:00,70,71.2,68.5,0,0,2.2,49,0,2.74,0.01,2.74,2.91,11.05,29.89,95,0,0.1,29.91,1
2022-07-06T05:35:00-04:00,2022-07-06 05:35:00,70.2,71.4,68.7,0,0,2.2,73,0,2.74,0.01,2.74,2.91,11.05,29.89,95,0,0,29.91,1
2022-07-06T05:30:00-04:00,2022-07-06 05:30:00,70.5,71.7,69,0,0,2.2,73,0,2.74,0.01,2.74,2.91,11.05,29.89,95,0,0,29.91,1
2022-07-06T05:25:00-04:00,2022-07-06 05:25:00,71.1,72.3,69.3,0.7,1.1,2.2,73,0,2.74,0.01,2.74,2.91,11.05,29.89,94,0,0,29.91,1
2022-07-06T05:20:00-04:00,2022-07-06 05:20:00,71.2,72.4,69.1,0.2,1.1,2.2,74,0.07,2.74,0.01,2.74,2.91,11.05,29.89,93,0,0,29.91,1
2022-07-06T05:15:00-04:00,2022-07-06 05:15:00,70.9,72.1,68.8,0,0,2.2,55,0.07,2.74,0.01,2.74,2.91,11.05,29.89,93,0,0,29.91,1
2022-07-06T05:10:00-04:00,2022-07-06 05:10:00,70,71.2,68.8,0,0,2.2,46,0,2.73,0,2.73,2.9,11.04,29.88,96,0,0,29.91,1
2022-07-06T05:05:00-04:00,2022-07-06 05:05:00,69.8,71,68.6,0,0,2.2,47,0,2.73,0,2.73,2.9,11.04,29.88,96,0,0,29.91,1
2022-07-06T05:00:00-04:00,2022-07-06 05:00:00,70,71.2,68.8,0,0,2.2,82,0,2.73,0,2.73,2.9,11.04,29.88,96,0,0,29.9,1
2022-07-06T04:55:00-04:00,2022-07-06 04:55:00,70.3,71.5,69.1,0.7,1.1,2.2,82,0,2.73,0,2.73,2.9,11.04,29.88,96,0,0,29.9,1
2022-07-06T04:50:00-04:00,2022-07-06 04:50:00,70.5,71.8,69.3,0,0,2.2,82,0,2.73,0,2.73,2.9,11.04,29.88,96,0,0,29.91,1
2022-07-06T04:45:00-04:00,2022-07-06 04:45:00,70.5,71.7,69,0.2,1.1,2.2,81,0,2.73,0,2.73,2.9,11.04,29.88,95,0,0,29.9,1
2022-07-06T04:40:00-04:00,2022-07-06 04:40:00,70.5,71.7,69,0,0,2.2,81,0,2.73,0,2.73,2.9,11.04,29.88,95,0,0,29.91,1
2022-07-06T04:35:00-04:00,2022-07-06 04:35:00,70.7,71.9,69.2,0.7,1.1,2.2,65,0,2.73,0,2.73,2.9,11.04,29.89,95,0,0,29.91,1
2022-07-06T04:30:00-04:00,2022-07-06 04:30:00,70.7,71.9,69.2,0.2,1.1,2.2,77,0,2.73,0,2.73,2.9,11.04,29.89,95,0,0,29.91,1
2022-07-06T04:25:00-04:00,2022-07-06 04:25:00,70.5,71.8,69.3,0.2,1.1,2.2,42,0,2.73,0,2.73,2.9,11.04,29.89,96,0,0,29.91,1
2022-07-06T04:20:00-04:00,2022-07-06 04:20:00,70.5,71.8,69.3,0.7,1.1,2.2,41,0,2.73,0,2.73,2.9,11.04,29.88,96,0,0,29.9,1
2022-07-06T04:15:00-04:00,2022-07-06 04:15:00,70.7,72,69.5,0,0,2.2,40,0,2.73,0,2.73,2.9,11.04,29.87,96,0,0,29.89,1
2022-07-06T04:10:00-04:00,2022-07-06 04:10:00,70.7,71.9,69.2,0,0,2.2,40,0,2.73,0,2.73,2.9,11.04,29.87,95,0,0,29.9,1
2022-07-06T04:05:00-04:00,2022-07-06 04:05:00,70.7,71.9,69.2,0,0,2.2,40,0,2.73,0,2.73,2.9,11.04,29.88,95,0,0,29.9,1
2022-07-06T04:00:00-04:00,2022-07-06 04:00:00,70.7,71.9,69.2,0.9,1.1,2.2,40,0,2.73,0,2.73,2.9,11.04,29.88,95,0,0,29.9,1
2022-07-06T03:55:00-04:00,2022-07-06 03:55:00,70.7,72,69.5,0.2,1.1,2.2,83,0,2.73,0,2.73,2.9,11.04,29.88,96,0,0,29.9,1
2022-07-06T03:50:00-04:00,2022-07-06 03:50:00,70.9,72.2,69.4,0,0,2.2,83,0,2.73,0,2.73,2.9,11.04,29.88,95,0,0,29.9,1
2022-07-06T03:45:00-04:00,2022-07-06 03:45:00,70.9,72.2,69.4,0.2,1.1,2.2,84,0,2.73,0,2.73,2.9,11.04,29.88,95,0,0,29.9,1
2022-07-06T03:40:00-04:00,2022-07-06 03:40:00,71.2,72.5,69.7,0,0,2.2,84,0,2.73,0,2.73,2.9,11.04,29.88,95,0,0,29.9,1
2022-07-06T03:35:00-04:00,2022-07-06 03:35:00,71.4,72.7,69.6,0.2,1.1,2.2,84,0,2.73,0,2.73,2.9,11.04,29.87,94,0,0,29.89,1
2022-07-06T03:30:00-04:00,2022-07-06 03:30:00,71.4,72.7,69.6,0,0,2.2,85,0,2.73,0,2.73,2.9,11.04,29.88,94,0,0,29.9,1
2022-07-06T03:25:00-04:00,2022-07-06 03:25:00,71.1,72.3,69.3,1.8,2.2,2.2,69,0,2.73,0,2.73,2.9,11.04,29.88,94,0,0,29.9,1
2022-07-06T03:20:00-04:00,2022-07-06 03:20:00,70.9,72.2,69.4,0.2,1.1,2.2,82,0,2.73,0,2.73,2.9,11.04,29.88,95,0,0,29.9,1
2022-07-06T03:15:00-04:00,2022-07-06 03:15:00,71.1,72.4,69.9,0,0,2.2,12,0,2.73,0,2.73,2.9,11.04,29.87,96,0,0,29.9,1
2022-07-06T03:10:00-04:00,2022-07-06 03:10:00,70.9,72.2,69.7,0.9,1.1,2.2,21,0,2.73,0,2.73,2.9,11.04,29.88,96,0,0,29.9,1
2022-07-06T03:05:00-04:00,2022-07-06 03:05:00,71.1,72.5,70.2,0.7,1.1,2.2,334,0,2.73,0,2.73,2.9,11.04,29.87,97,0,0,29.9,1
2022-07-06T03:00:00-04:00,2022-07-06 03:00:00,71.1,72.5,70.2,0.9,1.1,2.2,247,0,2.73,0,2.73,2.9,11.04,29.88,97,0,0,29.9,1
2022-07-06T02:55:00-04:00,2022-07-06 02:55:00,70.9,72.2,70,0.2,1.1,2.2,247,0,2.73,0,2.73,2.9,11.04,29.88,97,0,0,29.91,1
2022-07-06T02:50:00-04:00,2022-07-06 02:50:00,71.1,72.4,69.9,0,0,2.2,246,0,2.73,0,2.73,2.9,11.04,29.88,96,0,0,29.9,1
2022-07-06T02:45:00-04:00,2022-07-06 02:45:00,71.2,72.5,70,0,0,2.2,242,0,2.73,0,2.73,2.9,11.04,29.88,96,0,0,29.9,1
2022-07-06T02:40:00-04:00,2022-07-06 02:40:00,71.2,72.5,70,1.3,2.2,2.2,237,0,2.73,0,2.73,2.9,11.04,29.88,96,0,0,29.9,1
2022-07-06T02:35:00-04:00,2022-07-06 02:35:00,71.2,72.5,70,0,0,2.2,258,0,2.73,0,2.73,2.9,11.04,29.89,96,0,0,29.91,1
2022-07-06T02:30:00-04:00,2022-07-06 02:30:00,71.2,72.5,70,0,0,2.2,258,0,2.73,0,2.73,2.9,11.04,29.89,96,0,0,29.91,1
2022-07-06T02:25:00-04:00,2022-07-06 02:25:00,71.6,73,70.4,0,0,2.2,257,0,2.73,0,2.73,2.9,11.04,29.89,96,0,0,29.91,1
2022-07-06T02:20:00-04:00,2022-07-06 02:20:00,71.4,72.8,70.2,0,0,2.2,257,0,2.73,0,2.73,2.9,11.04,29.89,96,0,0,29.91,1
2022-07-06T02:15:00-04:00,2022-07-06 02:15:00,71.6,73,70.4,0,0,2.2,257,0,2.73,0,2.73,2.9,11.04,29.88,96,0,0,29.91,1
2022-07-06T02:10:00-04:00,2022-07-06 02:10:00,71.8,73.2,70.6,0,0,2.2,250,0,2.73,0,2.73,2.9,11.04,29.89,96,0,0,29.91,1
2022-07-06T02:05:00-04:00,2022-07-06 02:05:00,72,73.4,70.8,0.2,1.1,2.2,31,0,2.73,0,2.73,2.9,11.04,29.89,96,0,0,29.91,1
2022-07-06T02:00:00-04:00,2022-07-06 02:00:00,71.8,73.2,70.6,0,0,2.2,38,0,2.73,0,2.73,2.9,11.04,29.89,96,0,0,29.91,1
2022-07-06T01:55:00-04:00,2022-07-06 01:55:00,72.1,73.5,70.6,0.7,1.1,2.2,38,0,2.73,0,2.73,2.9,11.04,29.89,95,0,0,29.92,1
2022-07-06T01:50:00-04:00,2022-07-06 01:50:00,72.1,73.5,70.9,0,0,2.2,60,0,2.73,0,2.73,2.9,11.04,29.89,96,0,0,29.91,1
2022-07-06T01:45:00-04:00,2022-07-06 01:45:00,72.1,73.5,70.9,0,0,2.2,63,0,2.73,0,2.73,2.9,11.04,29.89,96,0,0,29.92,1
2022-07-06T01:40:00-04:00,2022-07-06 01:40:00,72.5,73.9,71,0,0,2.2,345,0,2.73,0,2.73,2.9,11.04,29.89,95,0,0,29.92,1
2022-07-06T01:35:00-04:00,2022-07-06 01:35:00,72.3,73.7,71.1,0.2,1.1,2.2,304,0,2.73,0,2.73,2.9,11.04,29.9,96,0,0,29.92,1
2022-07-06T01:30:00-04:00,2022-07-06 01:30:00,72.1,73.5,70.9,0,0,2.2,322,0,2.73,0,2.73,2.9,11.04,29.91,96,0,0,29.93,1
2022-07-06T01:25:00-04:00,2022-07-06 01:25:00,72.3,73.7,71.1,0,0,2.2,322,0,2.73,0,2.73,2.9,11.04,29.9,96,0,0,29.92,1
2022-07-06T01:20:00-04:00,2022-07-06 01:20:00,72.5,73.9,71,0,0,2.2,324,0,2.73,0,2.73,2.9,11.04,29.9,95,0,0,29.92,1
2022-07-06T01:15:00-04:00,2022-07-06 01:15:00,72.5,73.9,71,0,0,2.2,281,0,2.73,0,2.73,2.9,11.04,29.9,95,0,0,29.92,1
2022-07-06T01:10:00-04:00,2022-07-06 01:10:00,72.1,73.5,70.9,0,0,2.2,5,0,2.73,0,2.73,2.9,11.04,29.9,96,0,0,29.92,1
2022-07-06T01:05:00-04:00,2022-07-06 01:05:00,72.1,73.5,70.9,0,0,2.2,7,0,2.73,0,2.73,2.9,11.04,29.9,96,0,0,29.92,1
2022-07-06T01:00:00-04:00,2022-07-06 01:00:00,72.3,73.7,71.1,0,0,2.2,8,0,2.73,0,2.73,2.9,11.04,29.9,96,0,0,29.92,1
2022-07-06T00:55:00-04:00,2022-07-06 00:55:00,72.5,74,71.3,0.7,1.1,2.2,34,0,2.73,0,2.73,2.9,11.04,29.9,96,0,0,29.92,1
2022-07-06T00:50:00-04:00,2022-07-06 00:50:00,72.9,74.4,71.4,0,0,2.2,229,0,2.73,0,2.73,2.9,11.04,29.9,95,0,0,29.92,1
