Date,Simple Date,Outdoor Temperature (°F),Feels Like (°F),Dew Point (°F),Wind Speed (mph),Wind Gust (mph),Max Daily Gust (mph),Wind Direction (°),Hourly Rain (in/hr),Event Rain (in),Daily Rain (in),Weekly Rain (in),Monthly Rain (in),Total Rain (in),Relative Pressure (inHg),Outdoor Humidity (%),Ultra-Violet Radiation Index,Solar Radiation (W/m^2),Absolute Pressure (inHg)
2022-07-21T18:30:00-04:00,2022-07-21 18:30:00,79.5,81.8,79.2,0,0,9.2,107,0,0,0,0.03,0.37,236.22,29.87,99,0,36,29.81
2022-07-21T18:25:00-04:00,2022-07-21 18:25:00,79.5,81.8,79.2,0,0,9.2,107,0,0,0,0.03,0.37,236.22,29.87,99,0,36,29.81
2022-07-21T18:20:00-04:00,2022-07-21 18:20:00,,,,,,,,,,,,,,29.87,,,,29.81
2022-07-21T18:15:00-04:00,2022-07-21 18:15:00,,,,,,,,,,,,,,29.87,,,,29.81
2022-07-21T18:10:00-04:00,2022-07-21 18:10:00,,,,,,,,,,,,,,29.87,,,,29.81
2022-07-21T18:05:00-04:00,2022-07-21 18:05:00,,,,,,,,,,,,,,29.87,,,,29.81
2022-07-21T18:00:00-04:00,2022-07-21 18:00:00,78.8,81,78.5,0,0,9.2,53,0,0,0,0.03,0.37,236.22,29.87,99,0,85.9,29.81
2022-07-21T17:55:00-04:00,2022-07-21 17:55:00,78.8,81,78.5,0,0,9.2,53,0,0,0,0.03,0.37,236.22,29.87,99,0,85.9,29.81
2022-07-21T17:50:00-04:00,2022-07-21 17:50:00,78.8,81,78.5,0,0,9.2,53,0,0,0,0.03,0.37,236.22,29.86,99,0,85.9,29.8
2022-07-21T17:45:00-04:00,2022-07-21 17:45:00,79,81.3,78.7,0,0,9.2,53,0,0,0,0.03,0.37,236.22,29.86,99,0,92.7,29.8
2022-07-21T17:40:00-04:00,2022-07-21 17:40:00,78.8,81,78.5,0,0,9.2,53,0,0,0,0.03,0.37,236.22,29.86,99,0,95.8,29.8
