,0
0,12.98651619102842
1,23.989298655687126
2,30.51249268077821
3,32.55609826630326
4,52.51805761010231
5,72.4800169539035
6,87.96238785813449
7,76.5672281249444
8,78.61083371046476
9,71.69526241684456
10,73.73886800236495
11,66.8232967087484
12,77.82607917340822
13,88.82886163807477
14,90.87246722359238
15,83.95689592997286
16,68.0821477572129
17,70.12575334273325
18,58.73059360954775
19,33.89666855765143
20,35.940274143171145
21,15.585937530841932
22,17.629543116361557
23,10.713971822747084
24,12.757577408267597
25,14.801182993787414
26,-1.0735651789700624
27,0.9700404065492565
28,-10.42511932663771
29,-8.381513741116613
30,-15.297085034734552
31,-31.17183320749398
32,-33.60781606154219
33,-31.56421047602577
34,-38.47978176963876
35,-45.395353063260906
36,-61.27010123601632
37,-59.226495650495146
38,-61.6624785045417
39,-68.5780497981637
40,-66.5344442126449
41,-82.40919238540289
42,-89.32476367902264
43,-91.76074653306952
44,-98.67631782668727
45,-105.59188912030477
46,-103.54828353478645
47,-101.50467794926186
48,-108.42024924288462
49,-115.33582053649812
50,-113.29221495097983
51,-115.72819780502422
52,-113.68459221950788
53,-111.64098663398784
54,-105.11779260889583
55,-103.07418702337557
56,-101.03058143785339
57,-103.46656429190142
58,-128.3004893437997
59,-135.2160606374182
60,-97.33574753533816
61,-32.57790379583866
62,-48.452651968592185
63,-46.40904638307453
64,-17.48791016013832
65,-42.32183521203485
66,-22.35987586823327
67,-20.31627028271208
68,22.043631258939737
69,24.087236844463728
70,48.52878462782741
71,68.49074397163021
72,70.53434955715082
73,63.618778263530764
74,52.22361853034551
75,13.950928159734417
76,7.035356866117782
77,-22.27815662535148
78,-6.795785721123041
79,-13.711357014739601
80,-2.7085745500748066
81,-14.10373428326346
82,68.57246321451127
83,61.656891920896165
84,72.65967438555762
85,65.7441030919389
86,67.7877086774588
87,92.22925646082828
88,103.23203892549053
89,185.90823642326941
90,178.99266512964857
91,198.95462447344892
92,174.12069942154972
93,185.1234818862139
94,187.16708747173067
95,166.81275085940737
96,168.8563564449295
97,224.65502330528986
98,325.24957456134416
99,457.2012448943921
100,450.28567360077517
101,604.6352861316749
102,606.6788917171958
103,599.7633204235768
104,601.806926009096
105,630.7280622320374
106,592.4553718614283
107,603.4581543260878
108,556.226287076344
109,598.5861886179929
110,609.588971082651
111,602.6733997890346
112,636.0741244515443
113,629.158553157926
114,559.5287437103276
115,601.8886452519798
116,563.6159548813654
117,556.7003835877549
118,630.4174042063943
119,529.4304756818071
120,580.7495541025952
121,582.7931596881157
122,557.9592346362184
123,546.564074903029
124,562.0464458072605
125,523.7737554366572
126,534.7765379013165
127,523.3813781681262
128,507.50662999536877
129,478.19311650390114
130,480.23672208942094
131,464.36197391666434
132,466.405579502186
133,495.326715725119
134,470.4927906732221
135,472.5363962587454
136,393.94740993201316
137,387.0318386383908
138,398.03462110305315
139,498.6291723591115
140,491.71360106549196
141,390.72667254090857
142,352.45398217029356
143,336.5792339975356
144,347.5820164621993
145,309.3093260915914
146,271.03663572098606
147,241.7231222295158
148,167.6137243423477
149,147.25938773001863
150,126.90505111769724
151,93.11194918665731
152,81.71678945346787
153,83.76039503898767
154,85.80400062450899
155,101.28637152874055
156,112.28915399339714
157,114.33275957892346
158,43.38126734664297
159,54.38404981130222
160,55.6102131626155
161,62.950849421918086
162,64.17701277322868
163,67.03806059295933
164,69.08166617848079
165,66.64568332443015
166,59.73011203081063
167,61.77371761633032
168,63.81732320185073
169,56.901751908234345
170,41.02700373547507
171,38.59102088143131
172,54.073391785659254
173,42.678232052469575
174,4.405541681859987
175,19.887912586089822
176,30.481973933648657
177,15.015946877997413
178,12.579964023947433
179,5.664392730327835
180,7.7079983158475285
181,9.751603901372894
182,2.8360326077534843
183,-4.079538685866633
184,-2.0359331003448835
185,0.00767248517442261
186,-7.725341042648468
187,-18.303058541630737
188,-7.300276076969446
189,-23.175024249728096
190,-12.17224178506755
191,-19.08781307869029
192,-34.96256125144334
193,-23.959778786785684
194,-35.3549385199707
195,-51.229686692729345
196,-49.186081107206384
197,-47.1424755216884
198,-67.49681213401915
199,-74.41238342763756
200,-63.409600962977784
201,-70.32517225659416
202,-77.24074355021283
203,-93.11549172296928
204,-82.1127092583111
205,-80.06910367278651
206,-86.98467496640937
207,-89.420657820453
208,-96.3362291140742
209,-94.29262352854902
210,-83.28984106389318
211,-99.16458923665229
212,-106.08016053026986
213,-104.03655494474962
214,-110.95212623836743
215,-122.34728597155569
216,-147.18121102345285
217,-136.17842855879275
218,-44.54305418187419
219,-42.49944859635265
220,-31.496666131687135
221,-29.453060546169493
222,-36.36863183979238
223,-34.32502625426985
224,-9.883478470897908
225,1.1193039937631795
226,-5.796267299854253
227,72.40034175835792
228,96.84188954172207
229,98.88549512724477
230,83.01074695448628
231,102.97270629828519
232,96.05713500466995
233,107.05991746932771
234,109.10352305485104
235,88.74918644252159
236,104.23155734674985
237,97.3159860531338
238,76.9616494408091
239,96.92360878460964
240,130.32433344711532
241,145.8067043513497
242,134.41154461816174
243,105.09803112669307
244,147.4579326683423
245,162.94030357257222
246,191.86143979551298
247,198.38463382060462
248,178.0302972082748
249,189.03307967293506
250,159.71956618146598
251,166.2427602065602
252,186.20471955035688
253,179.28914825674252
254,261.9653457545228
255,434.2333120436998
256,539.3074517393251
257,671.2591220723733
258,699.3628160611086
259,643.9892141664291
260,596.7573469166808
261,625.6784831396219
262,672.5179731208427
263,683.5207555854997
264,622.8501230170438
265,606.9753748442852
266,577.6618613528183
267,597.6238206966187
268,590.7082494029984
269,552.4355590323922
270,563.438341497051
271,578.9207124012825
272,612.3214370637913
273,574.0487466931869
274,535.7760563225746
275,564.6971925455193
276,539.8632674936229
277,501.590577123013
278,543.9504786646617
279,541.5144958106129
280,516.6805707587139
281,509.7649994650972
282,547.6453125671785
283,491.45426843829176
284,484.5386971446748
285,495.5414796093312
286,515.5034389531343
287,508.58786765951623
288,479.2743541680448
289,414.1241331600228
290,393.7697965476946
291,386.85422525406807
292,326.18359268561085
293,328.227198271134
294,321.31162697752137
295,314.39605568389646
296,316.43966126941933
297,278.16697089881126
298,248.85345740734195
299,219.53994391587787
300,203.6651957431134
301,196.74962444949637
302,198.79323003501884
303,200.83683562053923
304,193.9212643269231
305,191.48528147287286
306,193.52888705839305
307,195.57249264391334
308,188.6569213503023
309,172.7821731775414
310,174.82577876306138
311,185.82856122772102
312,178.91298993410254
313,180.9565955196245
314,191.95937798428088
315,77.87371707202563
316,79.50860154043984
317,81.96092824306592
318,92.96371070773091
319,112.92567005153055
320,96.64220076166849
321,108.05370434343354
322,110.09730992895284
323,112.14091551447315
324,114.18452109999296
325,107.26894980637351
326,109.31255539189704
327,111.3561609774169
328,121.95022232497472
329,124.40254902760121
330,126.44615461312169
331,110.57140644036068
332,89.80834871092941
333,74.34232165527715
334,71.90633880122952
335,78.42953282631966
336,75.5848288551664
337,60.11880179950992
338,44.24405362675555
339,41.808070772706465
340,25.933322599946408
341,27.97692818546815
342,21.061356891847577
343,14.145785598231477
344,11.30108162707521
345,4.794231450563765
346,6.837837036084202
347,-0.07773425753371742
348,-4.949699965630295
349,-11.865271259252431
350,-14.301254113297686
351,-21.62554652402541
352,-28.13239670053338
353,-35.047967994155236
354,-46.44312772734615
355,-53.76742013806968
356,-69.23344719372388
357,-58.23066472906108
358,-47.227882264399874
359,-54.55217467512459
360,-61.059024851638114
361,-67.97459614525347
362,-70.41057899930655
363,-68.77569453088442
364,-75.28254470740089
365,-82.19811600101568
366,-89.11368729463942
367,-87.47880282622458
368,-93.9856530027367
369,-96.421635856786
370,-103.3372071504037
371,-101.70232268198676
372,-117.16834973764087
373,-97.2063903938397
374,-45.887311973050544
375,-30.813662185923814
376,-28.361335483293317
377,-17.35855301863637
378,7.082994764730275
379,8.717879233151885
380,-11.227736262074254
381,22.172988400436328
382,33.175770865098634
383,93.04530504792041
384,95.49763175054541
385,97.54123733606805
386,104.06443136115922
387,105.69931582957274
388,108.15164253220354
389,96.7564827990114
390,107.75926526367427
391,100.43497285295499
392,111.84647643471271
393,104.93090514109645
394,89.05615696834242
395,90.6910414367546
396,142.41884097464865
397,162.38080031845314
398,137.5468752665547
399,125.74299441625953
400,150.59326331673591
401,175.03481110010597
402,203.95594732304716
403,196.63165491232712
404,181.16562785666844
405,183.20923344218937
406,180.7732505881399
407,173.44895817741815
408,184.86046175918068
409,200.34283266341544
410,350.2128567547441
411,383.2048603001476
412,488.6877211128799
413,531.0476226545316
414,654.0401161084409
415,624.3178814998662
416,635.7293850816338
417,619.8546369088733
418,648.7757731318133
419,623.5331269628102
420,603.5875114675874
421,578.7535864156897
422,558.3992498033651
423,568.9933111509163
424,580.4048147326827
425,604.8463625160535
426,615.8491449807137
427,617.4840294491283
428,570.6608833164908
429,563.7453120228707
430,574.7480944875289
431,554.3937578752011
432,507.1618906254562
433,531.6034384088274
434,565.0041630713339
435,535.6906495798656
436,555.652608923667
437,539.7778607509111
438,519.4235241385811
439,521.4671297241064
440,532.4699121887661
441,507.6359871368655
442,487.28165052454136
443,502.76402142876776
444,464.49133105815883
445,453.09617132497493
446,423.78265783350764
447,349.67325994633336
448,320.35974645486704
449,331.36252891952887
450,351.3244882633339
451,335.4497400905706
452,328.53416879695493
453,308.1798321846252
454,269.9071418140158
455,231.63445144341102
456,224.71888014978623
457,226.7624857353094
458,228.80609132083185
459,230.84969690635222
460,223.93412561273593
461,217.01855431911517
462,214.58257146506608
463,216.62617705058636
464,218.66978263611531
465,202.79503446335482
466,204.83864004887485
467,188.96389187611388
468,191.00749746163535
469,210.9694568054378
470,213.01306239095433
471,2.045563129025195
472,22.00752247282482
473,37.08117225995441
474,39.53349896257728
475,50.536281427236645
476,61.53906389189653
477,63.173948360315265
478,74.58545194208148
479,85.5882344067427
480,87.63183999226409
481,93.74631290024921
482,96.19863960287358
483,98.24224518839338
484,95.80626233434401
485,97.44114680275958
486,90.93429662624744
487,84.01872533263374
488,95.02150779729168
489,110.09515758441945
490,112.54748428704113
491,114.59108987256141
492,116.63469545808604
493,113.78999148693448
494,107.28314131041863
495,100.36757001679894
496,93.45199872317964
497,95.08688319159937
498,97.53920989422554
499,90.62363860060543
500,88.18765574655697
501,80.86336333583186
502,65.39733628018021
503,54.00217654699171
504,47.08660525337321
505,48.7214897217874
506,51.173816424415
507,53.21742200993146
508,37.342673837178474
509,38.97755830559487
510,41.42988500822075
511,34.514313714602686
512,14.159977102276173
513,6.835684691547253
514,0.3288345150331112
515,-11.06632521815491
516,-26.941073390914827
517,-25.30618892249572
518,-45.25180441771961
519,-52.167375711337016
520,-50.123770125818744
521,-48.488885657401156
522,-54.99573583391624
523,-61.91130712752955
524,-64.34728998158144
525,-71.6715823923054
526,-87.1376094479591
527,-94.05318074157846
528,-83.05039827691658
529,-63.497160050221524
530,-61.04483334759426
531,-76.91958152035268
532,-97.27391813268093
533,-95.63903366426511
534,9.84382714846854
535,11.887432733990101
536,4.9718614403756485
537,6.606745908787767
538,9.059072611410455
539,20.06185507607293
540,22.105460661595316
541,41.658698888294474
542,53.07020247005875
543,68.55257337429244
544,110.91247491593566
545,121.50653626349215
546,132.9180398452586
547,126.00246855163856
548,128.04607413716298
549,129.68095860557906
550,141.09246218734427
551,134.17689089372448
552,118.30214272096379
553,106.49826187067171
554,108.95058857330112
555,102.03501727968386
556,135.43574194218886
557,163.94815704802798
558,166.4004837506547
559,172.92367777574557
560,170.48769492169563
561,172.1225793901109
562,219.37079048843663
563,248.29192671137722
564,263.7742976156067
565,251.97041676531381
566,196.1880937535292
567,184.79293402034347
568,159.95900896844086
569,152.63471655772082
570,204.36251609561822
571,385.58965926393506
572,477.2250336408481
573,572.9312753402343
574,723.210020548669
575,644.621034221932
576,610.8279322908954
577,581.105697682322
578,614.9151434619353
579,594.5608068496055
580,614.522766193408
581,576.2500758228007
582,551.4161507709009
583,553.4597563564216
584,622.6971885354933
585,588.4953654873511
586,568.5497499921255
587,628.828005292056
588,581.5961380423076
589,583.2310225107238
590,567.7649954550643
591,538.4514819636025
592,571.8522066261129
593,502.2223971785157
594,562.500652478443
595,528.7075505474052
596,526.2715676933584
597,519.3559963997418
598,521.3996019852618
599,505.52485381250597
600,498.6092825188877
601,500.65288810440666
602,511.65567056906724
603,531.6176299128696
604,506.78370486097003
605,464.03142605079347
606,470.55462007588494
607,378.52686843043165
608,331.29500118068734
609,333.33860676621043
610,344.3413892308738
611,386.7012907725191
612,370.82654259976334
613,381.82932506442245
614,321.15869249596574
615,336.6410634001989
616,338.684668985713
617,269.0548595381188
618,262.1392882445004
619,273.1420707091616
620,284.1448531738263
621,214.51504372622549
622,176.2423533556163
623,178.28595894113658
624,171.37038764752612
625,146.5364625956264
626,135.14130286243588
627,119.26655468967645
628,112.35098339605807
629,100.95582366287003
630,111.95860612752715
631,118.48180015262295
632,120.52540573814106
633,131.52818820280527
634,133.57179378832384
635,-49.004523775618736
636,-46.96091819009842
637,-44.917312604579045
638,-42.87370701905827
639,-18.432159235683645
640,-16.388553650163782
641,-5.3857711855025
642,-12.301342479120967
643,-1.2985600144616298
