"","x"
"388",434.39228551384
"389",445.520327488057
"390",442.619028492364
"391",426.649663282333
"392",421.377163523231
"393",452.612976486033
"394",489.027726464216
"395",535.190896603713
"396",542.607806907991
"397",499.939070228051
"398",485.107022254256
"399",513.534287255486
"400",512.31221939274
"401",534.059174977646
"402",488.195547058746
"403",439.459070867515
"404",471.623254349867
"405",480.946147361019
"406",475.350001509499
"407",520.63153943334
"408",584.254743390918
"409",574.073863289047
"410",542.252836828966
"411",566.845573125406
"412",579.099007639799
"413",524.814186816382
"414",544.820947558978
"415",559.009189098008
"416",569.182633096071
"417",578.94033332919
"418",556.48231017637
"419",539.415770977908
"420",564.839460503342
"421",531.69553146551
"422",526.819597786142
"423",539.97387163041
"424",534.099498482221
"425",487.961738642562
"426",509.743559049687
"427",496.17855136526
"428",466.243673809649
"429",433.127754772185
"430",455.956878225999
"431",443.361685498628
"432",473.632775464748
"433",465.652065772116
"434",502.778695643783
"435",480.762522656243
"436",491.185852420892
"437",479.681804813885
"438",495.314008994309
"439",478.77124891971
"440",464.538628333969
"441",470.924918734653
"442",462.88013897204
"443",513.022956940143
"444",463.931525928738
"445",495.418978558933
"446",440.206599973412
"447",425.460206944083
"448",414.214000268172
"449",399.908691518543
"450",364.816965236738
"451",398.555427963644
"452",451.788555476726
"453",392.80213129937
"454",374.457069073098
"455",319.457896228106
"456",283.369950030475
"457",291.876802948367
"458",264.443879809547
"459",259.115368902141
"460",231.789267868275
"461",196.426081673774
"462",155.96437174615
"463",151.760078350943
"464",128.363459924381
"465",130.374044467361
"466",128.983520434484
"467",99.7363079845575
"468",87.8433899861397
"469",56.9922495554628
"470",25.1393319599798
"471",13.7286113858347
"472",18.5913624217488
"473",-4.652490318283
"474",16.2258215680018
"475",-3.28163261448117
"476",-14.2351003313282
"477",-11.7246413620541
"478",13.4265337909131
"479",-4.60868164132247
"480",14.9851445799094
"481",-78.1759102485646
"482",-64.9778628139478
"483",-53.4488056980044
"484",-52.2891434096281
"485",-67.1016708129309
"486",-58.5156197880707
"487",-72.041361561562
"488",-70.6248419202978
"489",-25.6212731091946
"490",-11.8025585330377
"491",2.25118989062561
"492",38.4286153151276
"493",53.6871958903488
"494",131.660962622819
"495",190.954471606534
"496",207.908918075069
"497",212.555117509236
"498",236.823621785443
"499",251.739891466775
"500",243.405358734139
"501",264.910883704498
"502",300.735387747276
"503",286.966013763548
"504",316.010092440343
"505",322.100669626243
"506",312.429978539684
"507",359.596722570974
"508",329.994037408633
"509",352.517113253359
"510",344.621477107322
"511",285.794222063485
"512",305.104229282709
"513",287.519242338595
"514",281.28800340494
"515",302.317042971105
"516",347.109485781616
"517",350.227828796304
"518",355.359351972155
"519",361.340303875079
"520",373.217567744255
"521",406.525573935305
"522",441.059469012944
"523",440.005573016449
"524",440.505434143431
"525",417.353063943219
"526",400.985836020508
"527",480.506310206367
"528",489.744193641689
"529",526.858289344277
"530",510.6812343898
"531",473.374934084839
"532",512.035466453525
"533",500.313937000341
"534",554.487075997395
"535",489.443933591829
"536",458.888308698919
"537",469.78121642186
"538",460.252291301846
"539",472.097456864981
"540",498.157012056924
"541",513.429945310996
"542",482.330245041344
"543",480.344293574136
"544",466.18137528797
"545",471.458147051183
"546",492.234445365015
"547",449.808377170719
"548",444.342389095867
"549",448.487116063917
"550",485.642673257977
"551",480.342639935446
"552",495.686363687413
"553",586.153144709168
"554",532.839083990852
"555",566.159815550415
"556",600.111394355179
"557",589.812818523324
"558",592.191176630062
"559",594.019436178715
"560",624.375396177596
"561",577.841962204472
"562",532.301296457092
"563",582.405722640137
"564",635.602546622865
"565",543.444078655341
"566",555.636378950674
"567",510.128200993185
"568",546.998635643122
"569",577.221888913888
"570",597.272663392924
"571",605.324026978463
"572",604.570318940928
"573",661.155235385013
"574",685.300690449401
"575",666.712281621983
"576",680.257835105102
"577",684.922730368514
"578",641.244530155853
"579",658.666620983098
"580",628.817252787978
"581",612.885038962962
"582",629.166990025332
"583",590.99230636045
"584",603.562660419036
"585",589.81886779374
"586",587.430793039447
"587",586.620311850046
"588",556.712403238829
"589",576.234209398606
"590",568.509602347015
"591",568.800576421876
"592",578.164503723517
"593",556.224480963193
"594",550.126161084084
"595",583.662866317203
"596",537.109256876712
"597",551.895154209103
"598",559.604006925842
"599",549.401185812014
"600",495.783218212479
"601",460.36385701323
"602",468.95698277622
"603",499.887968932551
"604",508.130321459431
"605",501.146015712678
"606",527.84285521845
"607",541.047891137494
"608",544.207954625577
"609",466.133372633968
"610",511.350464091974
"611",417.215347513239
"612",395.927724775211
"613",450.374090029397
"614",443.122943445337
"615",468.457214589558
"616",400.321207351937
"617",316.468553470825
"618",337.223398580997
"619",333.164914677465
"620",290.412209040421
"621",230.836428841951
"622",208.194489347753
"623",190.064171518332
"624",248.108338553626
"625",169.789875877923
"626",154.070237287515
"627",163.710306831255
"628",196.756120901912
"629",205.210663328747
"630",168.288460706873
"631",132.037810334696
"632",128.192366433317
"633",54.419638241222
"634",6.05496248030776
"635",-11.893630712726
"636",-0.647206826013301
"637",-47.6066255168051
"638",-59.7355202985306
"639",-56.1084361986581
"640",-64.8088627725202
"641",-51.2294897504539
"642",-62.9924248920426
"643",-54.1647156909155
"644",-62.911156678058
"645",-42.9571886423599
"646",-47.0100697843951
"647",-23.4052585892271
"648",-96.0207886900427
"649",-102.133214006939
"650",-66.3706629657042
"651",-72.834426737619
"652",-53.1944760011595
"653",-64.2796874656297
"654",-28.6781147295304
"655",-5.78319251430101
"656",23.5233733240657
"657",32.9582449743424
"658",86.7943321259694
"659",71.6441061632246
"660",92.2243001265976
"661",84.1704422786114
"662",125.471772253435
"663",131.005777241078
"664",179.884253675156
"665",240.308804316305
"666",278.701486761748
"667",303.981078147624
"668",296.651932787446
"669",314.670170691887
"670",313.383321349375
"671",289.949957287458
"672",317.377551061567
"673",258.032499056158
"674",219.199198709091
"675",198.844523548673
"676",190.681384772408
"677",216.548792814815
"678",208.144367030486
"679",233.904414897638
"680",232.567050632257
"681",245.007928295515
"682",232.472019984036
"683",280.183914456892
"684",305.446021023744
"685",382.57152293142
"686",449.558919579886
"687",473.245454288577
"688",516.523587440743
"689",416.790686818689
"690",405.445032326673
"691",379.115849689886
"692",381.539785288423
"693",485.468561776649
"694",565.216981480842
"695",516.570784781998
"696",588.534601735195
"697",504.876950494062
"698",530.855843185696
"699",507.299666198146
"700",524.65489266056
"701",456.964747542843
"702",493.254449030292
"703",669.59342786806
"704",611.775514718058
"705",539.462590508416
"706",528.703694967032
"707",451.18346121523
"708",460.607010160201
"709",477.98574889448
"710",487.199012778538
"711",425.90046562548
"712",443.753179262877
"713",446.827431297656
"714",435.09121327054
"715",438.121897841995
"716",487.315825491331
"717",577.897332675175
"718",529.337571325312
"719",649.667472999221
"720",637.411316884063
"721",640.62231506965
"722",720.896825926862
"723",693.905381197977
"724",699.055608044379
"725",716.806540215493
"726",629.60611733363
"727",624.348630644181
"728",615.267488887875
"729",653.571766497261
"730",621.717083531802
"731",519.250809547759
"732",586.199671066829
"733",603.573193929907
"734",662.758309956574
"735",662.071038298005
"736",678.816315533005
"737",664.213172614048
"738",648.513603868068
"739",643.210631616885
"740",727.287881724508
"741",711.84756828156
"742",656.263620864537
"743",731.807936685823
"744",651.227351795873
"745",608.84293702393
"746",600.031310987048
"747",612.720942040877
"748",642.150843502708
"749",680.05628340546
"750",608.847047905397
"751",563.130252002598
"752",554.355854538099
"753",573.825410711116
"754",623.207548590552
"755",614.896758817829
"756",623.51329021837
"757",532.372722286492
"758",550.577730860078
"759",537.767379367362
"760",595.968571404836
"761",557.228242602021
"762",533.05249478951
"763",529.113867198506
"764",501.466883193961
"765",544.812636629633
"766",533.583148879867
"767",506.779951890917
"768",564.592753345994
"769",570.990199840964
"770",570.90490166032
"771",541.652971314103
"772",601.865150446244
"773",608.46211713514
"774",636.029375292204
"775",485.582580001707
"776",437.029410563624
"777",534.165562817012
"778",548.600069683593
"779",472.333511987299
"780",457.260756110284
"781",463.893024950994
"782",332.687389774161
"783",310.7711801996
"784",236.052515244337
"785",259.555028831734
"786",194.023668743487
"787",190.492084454571
"788",159.334645445787
"789",149.453183133266
"790",117.950342116335
"791",79.8230934018739
"792",92.2399845665121
"793",55.6082322991495
"794",64.6018052545305
"795",33.649083494766
"796",-0.0222961950913842
"797",-5.1560977739979
"798",-4.20663795083188
"799",-11.5677853828685
"800",-0.323861121652623
"801",-7.36132985577528
"802",-30.9092381569734
"803",-20.2394591513074
"804",-23.022199690018
"805",-29.163070884114
"806",-28.1660593132683
"807",-26.6364292306107
