,0,1,2,3,4,5
153,1.0,6.333333333333333,2022.0,6.0,30.0,77.0
154,1.0,6.25,2022.0,6.0,30.0,77.5
155,1.0,6.166666666666667,2022.0,6.0,30.0,77.5
156,1.0,6.083333333333333,2022.0,6.0,30.0,77.2
157,1.0,6.0,2022.0,6.0,30.0,77.0
158,1.0,5.916666666666667,2022.0,6.0,30.0,77.0
159,1.0,19.083333333333332,2022.0,6.0,29.0,78.8
160,1.0,19.0,2022.0,6.0,29.0,78.6
161,1.0,18.916666666666668,2022.0,6.0,29.0,78.6
162,1.0,18.833333333333332,2022.0,6.0,29.0,78.6
163,1.0,18.75,2022.0,6.0,29.0,78.8
164,1.0,18.666666666666668,2022.0,6.0,29.0,78.8
165,1.0,18.583333333333332,2022.0,6.0,29.0,79.3
166,1.0,18.5,2022.0,6.0,29.0,79.3
167,1.0,18.416666666666668,2022.0,6.0,29.0,80.8
168,1.0,18.333333333333332,2022.0,6.0,29.0,81.3
169,1.0,18.25,2022.0,6.0,29.0,80.4
170,1.0,18.166666666666668,2022.0,6.0,29.0,80.2
171,1.0,18.083333333333332,2022.0,6.0,29.0,80.2
172,1.0,18.0,2022.0,6.0,29.0,79.5
173,1.0,17.916666666666668,2022.0,6.0,29.0,79.5
174,1.0,17.833333333333332,2022.0,6.0,29.0,78.8
175,1.0,17.75,2022.0,6.0,29.0,77.7
176,1.0,17.666666666666668,2022.0,6.0,29.0,78.1
177,1.0,17.583333333333332,2022.0,6.0,29.0,77.7
178,1.0,17.5,2022.0,6.0,29.0,77.9
179,1.0,17.416666666666668,2022.0,6.0,29.0,77.2
180,1.0,17.333333333333332,2022.0,6.0,29.0,77.0
181,1.0,17.25,2022.0,6.0,29.0,76.8
182,1.0,17.166666666666668,2022.0,6.0,29.0,76.8
183,1.0,17.083333333333332,2022.0,6.0,29.0,76.1
184,1.0,17.0,2022.0,6.0,29.0,75.9
185,1.0,16.916666666666668,2022.0,6.0,29.0,75.6
186,1.0,16.833333333333332,2022.0,6.0,29.0,75.7
187,1.0,16.75,2022.0,6.0,29.0,75.6
188,1.0,16.666666666666668,2022.0,6.0,29.0,75.6
189,1.0,16.583333333333332,2022.0,6.0,29.0,75.2
190,1.0,16.5,2022.0,6.0,29.0,75.6
191,1.0,16.416666666666668,2022.0,6.0,29.0,75.0
192,1.0,16.333333333333332,2022.0,6.0,29.0,75.0
193,1.0,16.25,2022.0,6.0,29.0,74.7
194,1.0,16.166666666666668,2022.0,6.0,29.0,75.2
195,1.0,16.083333333333332,2022.0,6.0,29.0,75.2
196,1.0,16.0,2022.0,6.0,29.0,75.0
197,1.0,15.916666666666666,2022.0,6.0,29.0,75.0
198,1.0,15.833333333333334,2022.0,6.0,29.0,75.2
199,1.0,15.75,2022.0,6.0,29.0,74.5
200,1.0,15.666666666666666,2022.0,6.0,29.0,74.5
201,1.0,15.583333333333334,2022.0,6.0,29.0,74.8
202,1.0,15.5,2022.0,6.0,29.0,75.0
203,1.0,15.416666666666666,2022.0,6.0,29.0,74.5
204,1.0,15.333333333333334,2022.0,6.0,29.0,75.0
205,1.0,15.25,2022.0,6.0,29.0,74.8
206,1.0,15.166666666666666,2022.0,6.0,29.0,74.7
207,1.0,15.083333333333334,2022.0,6.0,29.0,77.5
208,1.0,15.0,2022.0,6.0,29.0,81.0
209,1.0,14.916666666666666,2022.0,6.0,29.0,81.7
210,1.0,14.833333333333334,2022.0,6.0,29.0,81.9
211,1.0,14.75,2022.0,6.0,29.0,81.3
212,1.0,14.666666666666666,2022.0,6.0,29.0,81.3
213,1.0,14.583333333333334,2022.0,6.0,29.0,81.1
214,1.0,14.5,2022.0,6.0,29.0,81.1
215,1.0,14.416666666666666,2022.0,6.0,29.0,82.6
216,1.0,14.333333333333334,2022.0,6.0,29.0,84.2
217,1.0,14.25,2022.0,6.0,29.0,85.5
218,1.0,14.166666666666666,2022.0,6.0,29.0,86.5
219,1.0,14.083333333333334,2022.0,6.0,29.0,86.4
220,1.0,14.0,2022.0,6.0,29.0,87.4
221,1.0,13.916666666666666,2022.0,6.0,29.0,87.4
222,1.0,13.833333333333334,2022.0,6.0,29.0,86.4
223,1.0,13.75,2022.0,6.0,29.0,88.0
224,1.0,13.666666666666666,2022.0,6.0,29.0,87.4
225,1.0,13.583333333333334,2022.0,6.0,29.0,86.9
226,1.0,13.5,2022.0,6.0,29.0,86.9
227,1.0,13.416666666666666,2022.0,6.0,29.0,86.9
228,1.0,13.333333333333334,2022.0,6.0,29.0,86.7
229,1.0,13.25,2022.0,6.0,29.0,86.5
230,1.0,13.166666666666666,2022.0,6.0,29.0,87.3
231,1.0,13.083333333333334,2022.0,6.0,29.0,86.2
232,1.0,13.0,2022.0,6.0,29.0,86.9
233,1.0,12.916666666666666,2022.0,6.0,29.0,87.3
234,1.0,12.833333333333334,2022.0,6.0,29.0,86.7
235,1.0,12.75,2022.0,6.0,29.0,85.1
236,1.0,12.666666666666666,2022.0,6.0,29.0,85.8
237,1.0,12.583333333333334,2022.0,6.0,29.0,88.0
238,1.0,12.5,2022.0,6.0,29.0,88.0
239,1.0,12.416666666666666,2022.0,6.0,29.0,89.6
240,1.0,12.333333333333334,2022.0,6.0,29.0,90.3
241,1.0,12.25,2022.0,6.0,29.0,92.7
242,1.0,12.166666666666666,2022.0,6.0,29.0,90.7
243,1.0,12.083333333333334,2022.0,6.0,29.0,90.7
244,1.0,12.0,2022.0,6.0,29.0,91.0
245,1.0,11.916666666666666,2022.0,6.0,29.0,90.0
246,1.0,11.833333333333334,2022.0,6.0,29.0,89.8
247,1.0,11.75,2022.0,6.0,29.0,89.8
248,1.0,11.666666666666666,2022.0,6.0,29.0,90.1
249,1.0,11.583333333333334,2022.0,6.0,29.0,89.2
250,1.0,11.5,2022.0,6.0,29.0,89.4
251,1.0,11.416666666666666,2022.0,6.0,29.0,89.8
252,1.0,11.333333333333334,2022.0,6.0,29.0,90.0
253,1.0,11.25,2022.0,6.0,29.0,88.9
254,1.0,11.166666666666666,2022.0,6.0,29.0,88.7
255,1.0,11.083333333333334,2022.0,6.0,29.0,88.2
256,1.0,11.0,2022.0,6.0,29.0,87.6
257,1.0,10.916666666666666,2022.0,6.0,29.0,87.8
258,1.0,10.833333333333334,2022.0,6.0,29.0,87.3
259,1.0,10.75,2022.0,6.0,29.0,87.6
260,1.0,10.666666666666666,2022.0,6.0,29.0,87.8
261,1.0,10.583333333333334,2022.0,6.0,29.0,87.3
262,1.0,10.5,2022.0,6.0,29.0,86.9
263,1.0,10.416666666666666,2022.0,6.0,29.0,87.6
264,1.0,10.333333333333334,2022.0,6.0,29.0,88.0
265,1.0,10.25,2022.0,6.0,29.0,86.7
266,1.0,10.166666666666666,2022.0,6.0,29.0,86.5
267,1.0,10.083333333333334,2022.0,6.0,29.0,85.8
268,1.0,10.0,2022.0,6.0,29.0,85.8
269,1.0,9.916666666666666,2022.0,6.0,29.0,85.5
270,1.0,9.833333333333334,2022.0,6.0,29.0,85.5
271,1.0,9.75,2022.0,6.0,29.0,85.6
272,1.0,9.666666666666666,2022.0,6.0,29.0,85.5
273,1.0,9.583333333333334,2022.0,6.0,29.0,84.6
274,1.0,9.5,2022.0,6.0,29.0,84.2
275,1.0,9.416666666666666,2022.0,6.0,29.0,83.8
276,1.0,9.333333333333334,2022.0,6.0,29.0,84.2
277,1.0,9.25,2022.0,6.0,29.0,83.8
278,1.0,9.166666666666666,2022.0,6.0,29.0,83.7
279,1.0,9.083333333333334,2022.0,6.0,29.0,83.3
280,1.0,9.0,2022.0,6.0,29.0,83.1
281,1.0,8.916666666666666,2022.0,6.0,29.0,82.6
282,1.0,8.833333333333334,2022.0,6.0,29.0,83.1
283,1.0,8.75,2022.0,6.0,29.0,82.9
284,1.0,8.666666666666666,2022.0,6.0,29.0,82.6
285,1.0,8.583333333333334,2022.0,6.0,29.0,82.0
286,1.0,8.5,2022.0,6.0,29.0,82.2
287,1.0,8.416666666666666,2022.0,6.0,29.0,81.9
288,1.0,8.333333333333334,2022.0,6.0,29.0,81.9
289,1.0,8.25,2022.0,6.0,29.0,82.4
290,1.0,8.166666666666666,2022.0,6.0,29.0,81.9
291,1.0,8.083333333333334,2022.0,6.0,29.0,82.4
292,1.0,8.0,2022.0,6.0,29.0,82.6
293,1.0,7.916666666666667,2022.0,6.0,29.0,81.9
294,1.0,7.833333333333333,2022.0,6.0,29.0,82.8
295,1.0,7.75,2022.0,6.0,29.0,81.0
296,1.0,7.666666666666667,2022.0,6.0,29.0,79.9
297,1.0,7.583333333333333,2022.0,6.0,29.0,79.0
298,1.0,7.5,2022.0,6.0,29.0,78.4
299,1.0,7.416666666666667,2022.0,6.0,29.0,77.5
300,1.0,7.333333333333333,2022.0,6.0,29.0,76.6
301,1.0,7.25,2022.0,6.0,29.0,75.9
302,1.0,7.166666666666667,2022.0,6.0,29.0,75.4
303,1.0,7.083333333333333,2022.0,6.0,29.0,74.5
304,1.0,7.0,2022.0,6.0,29.0,73.8
305,1.0,6.916666666666667,2022.0,6.0,29.0,73.8
306,1.0,6.833333333333333,2022.0,6.0,29.0,73.0
307,1.0,6.75,2022.0,6.0,29.0,72.7
308,1.0,6.666666666666667,2022.0,6.0,29.0,72.3
309,1.0,6.583333333333333,2022.0,6.0,29.0,72.1
310,1.0,6.5,2022.0,6.0,29.0,71.8
311,1.0,6.416666666666667,2022.0,6.0,29.0,72.0
312,1.0,6.333333333333333,2022.0,6.0,29.0,72.0
313,1.0,6.25,2022.0,6.0,29.0,72.5
314,1.0,6.166666666666667,2022.0,6.0,29.0,72.3
315,1.0,6.083333333333333,2022.0,6.0,29.0,72.0
316,1.0,6.0,2022.0,6.0,29.0,71.2
317,1.0,5.916666666666667,2022.0,6.0,29.0,71.4
318,1.0,19.0,2022.0,6.0,28.0,76.8
319,1.0,18.916666666666668,2022.0,6.0,28.0,76.8
320,1.0,18.833333333333332,2022.0,6.0,28.0,76.6
321,1.0,18.75,2022.0,6.0,28.0,76.8
322,1.0,18.666666666666668,2022.0,6.0,28.0,77.0
323,1.0,18.583333333333332,2022.0,6.0,28.0,77.4
324,1.0,18.5,2022.0,6.0,28.0,76.8
325,1.0,18.416666666666668,2022.0,6.0,28.0,76.6
326,1.0,18.333333333333332,2022.0,6.0,28.0,77.7
327,1.0,18.25,2022.0,6.0,28.0,77.7
328,1.0,18.166666666666668,2022.0,6.0,28.0,78.1
329,1.0,18.083333333333332,2022.0,6.0,28.0,78.4
330,1.0,18.0,2022.0,6.0,28.0,78.8
331,1.0,17.916666666666668,2022.0,6.0,28.0,78.6
332,1.0,17.833333333333332,2022.0,6.0,28.0,79.3
333,1.0,17.75,2022.0,6.0,28.0,79.7
334,1.0,17.666666666666668,2022.0,6.0,28.0,79.5
335,1.0,17.583333333333332,2022.0,6.0,28.0,79.2
336,1.0,17.5,2022.0,6.0,28.0,79.5
337,1.0,17.416666666666668,2022.0,6.0,28.0,79.3
338,1.0,17.333333333333332,2022.0,6.0,28.0,79.9
339,1.0,17.25,2022.0,6.0,28.0,79.3
340,1.0,17.166666666666668,2022.0,6.0,28.0,79.5
341,1.0,17.083333333333332,2022.0,6.0,28.0,80.2
342,1.0,17.0,2022.0,6.0,28.0,80.2
343,1.0,16.916666666666668,2022.0,6.0,28.0,80.1
344,1.0,16.833333333333332,2022.0,6.0,28.0,79.9
345,1.0,16.75,2022.0,6.0,28.0,79.5
346,1.0,16.666666666666668,2022.0,6.0,28.0,79.3
347,1.0,16.583333333333332,2022.0,6.0,28.0,79.3
348,1.0,16.5,2022.0,6.0,28.0,79.7
349,1.0,16.416666666666668,2022.0,6.0,28.0,79.7
350,1.0,16.333333333333332,2022.0,6.0,28.0,79.3
351,1.0,16.25,2022.0,6.0,28.0,79.7
352,1.0,16.166666666666668,2022.0,6.0,28.0,79.5
353,1.0,16.083333333333332,2022.0,6.0,28.0,79.0
354,1.0,16.0,2022.0,6.0,28.0,78.4
355,1.0,15.916666666666666,2022.0,6.0,28.0,78.1
356,1.0,15.833333333333334,2022.0,6.0,28.0,78.3
357,1.0,15.75,2022.0,6.0,28.0,78.8
358,1.0,15.666666666666666,2022.0,6.0,28.0,79.0
359,1.0,15.583333333333334,2022.0,6.0,28.0,79.2
360,1.0,15.5,2022.0,6.0,28.0,79.9
361,1.0,15.416666666666666,2022.0,6.0,28.0,79.7
362,1.0,15.333333333333334,2022.0,6.0,28.0,79.7
363,1.0,15.25,2022.0,6.0,28.0,80.6
364,1.0,15.166666666666666,2022.0,6.0,28.0,80.6
365,1.0,15.083333333333334,2022.0,6.0,28.0,80.4
366,1.0,15.0,2022.0,6.0,28.0,80.4
367,1.0,14.916666666666666,2022.0,6.0,28.0,80.1
368,1.0,14.833333333333334,2022.0,6.0,28.0,79.9
369,1.0,14.75,2022.0,6.0,28.0,80.6
370,1.0,14.666666666666666,2022.0,6.0,28.0,81.3
371,1.0,14.583333333333334,2022.0,6.0,28.0,82.6
372,1.0,14.5,2022.0,6.0,28.0,84.0
373,1.0,14.416666666666666,2022.0,6.0,28.0,85.5
374,1.0,14.333333333333334,2022.0,6.0,28.0,86.2
375,1.0,14.25,2022.0,6.0,28.0,87.3
376,1.0,14.166666666666666,2022.0,6.0,28.0,86.5
377,1.0,14.083333333333334,2022.0,6.0,28.0,86.2
378,1.0,14.0,2022.0,6.0,28.0,85.6
379,1.0,13.916666666666666,2022.0,6.0,28.0,86.7
380,1.0,13.833333333333334,2022.0,6.0,28.0,87.3
381,1.0,13.75,2022.0,6.0,28.0,86.5
382,1.0,13.666666666666666,2022.0,6.0,28.0,86.2
383,1.0,13.583333333333334,2022.0,6.0,28.0,85.8
384,1.0,13.5,2022.0,6.0,28.0,84.9
385,1.0,13.416666666666666,2022.0,6.0,28.0,84.6
386,1.0,13.333333333333334,2022.0,6.0,28.0,84.6
387,1.0,13.25,2022.0,6.0,28.0,84.9
388,1.0,13.166666666666666,2022.0,6.0,28.0,85.1
389,1.0,13.083333333333334,2022.0,6.0,28.0,85.6
390,1.0,13.0,2022.0,6.0,28.0,85.5
391,1.0,12.916666666666666,2022.0,6.0,28.0,85.5
392,1.0,12.833333333333334,2022.0,6.0,28.0,86.5
393,1.0,12.75,2022.0,6.0,28.0,85.8
394,1.0,12.666666666666666,2022.0,6.0,28.0,85.5
395,1.0,12.583333333333334,2022.0,6.0,28.0,86.5
396,1.0,12.5,2022.0,6.0,28.0,87.4
397,1.0,12.416666666666666,2022.0,6.0,28.0,87.8
398,1.0,12.333333333333334,2022.0,6.0,28.0,86.4
399,1.0,12.25,2022.0,6.0,28.0,86.5
400,1.0,12.166666666666666,2022.0,6.0,28.0,86.4
401,1.0,12.083333333333334,2022.0,6.0,28.0,85.8
402,1.0,12.0,2022.0,6.0,28.0,86.2
403,1.0,11.916666666666666,2022.0,6.0,28.0,86.2
404,1.0,11.833333333333334,2022.0,6.0,28.0,86.5
405,1.0,11.75,2022.0,6.0,28.0,87.1
406,1.0,11.666666666666666,2022.0,6.0,28.0,86.0
407,1.0,11.583333333333334,2022.0,6.0,28.0,86.0
408,1.0,11.5,2022.0,6.0,28.0,86.5
409,1.0,11.416666666666666,2022.0,6.0,28.0,87.4
410,1.0,11.333333333333334,2022.0,6.0,28.0,87.3
411,1.0,11.25,2022.0,6.0,28.0,88.5
412,1.0,11.166666666666666,2022.0,6.0,28.0,89.1
413,1.0,11.083333333333334,2022.0,6.0,28.0,87.1
414,1.0,11.0,2022.0,6.0,28.0,86.0
415,1.0,10.916666666666666,2022.0,6.0,28.0,87.3
416,1.0,10.833333333333334,2022.0,6.0,28.0,86.7
417,1.0,10.75,2022.0,6.0,28.0,87.1
418,1.0,10.666666666666666,2022.0,6.0,28.0,87.3
419,1.0,10.583333333333334,2022.0,6.0,28.0,88.0
420,1.0,10.5,2022.0,6.0,28.0,90.0
421,1.0,10.416666666666666,2022.0,6.0,28.0,89.8
422,1.0,10.333333333333334,2022.0,6.0,28.0,87.8
423,1.0,10.25,2022.0,6.0,28.0,88.0
424,1.0,10.166666666666666,2022.0,6.0,28.0,90.3
425,1.0,10.083333333333334,2022.0,6.0,28.0,90.3
426,1.0,10.0,2022.0,6.0,28.0,88.7
427,1.0,9.916666666666666,2022.0,6.0,28.0,88.2
428,1.0,9.833333333333334,2022.0,6.0,28.0,88.0
429,1.0,9.75,2022.0,6.0,28.0,87.4
430,1.0,9.666666666666666,2022.0,6.0,28.0,87.1
431,1.0,9.583333333333334,2022.0,6.0,28.0,86.0
432,1.0,9.5,2022.0,6.0,28.0,86.4
433,1.0,9.416666666666666,2022.0,6.0,28.0,86.7
434,1.0,9.333333333333334,2022.0,6.0,28.0,86.0
435,1.0,9.25,2022.0,6.0,28.0,86.0
436,1.0,9.166666666666666,2022.0,6.0,28.0,86.4
437,1.0,9.083333333333334,2022.0,6.0,28.0,86.5
438,1.0,9.0,2022.0,6.0,28.0,88.2
439,1.0,8.916666666666666,2022.0,6.0,28.0,86.5
440,1.0,8.833333333333334,2022.0,6.0,28.0,87.6
441,1.0,8.75,2022.0,6.0,28.0,86.7
442,1.0,8.666666666666666,2022.0,6.0,28.0,86.4
443,1.0,8.583333333333334,2022.0,6.0,28.0,85.6
444,1.0,8.5,2022.0,6.0,28.0,84.7
445,1.0,8.416666666666666,2022.0,6.0,28.0,83.3
446,1.0,8.333333333333334,2022.0,6.0,28.0,84.9
447,1.0,8.25,2022.0,6.0,28.0,84.7
448,1.0,8.166666666666666,2022.0,6.0,28.0,83.1
449,1.0,8.083333333333334,2022.0,6.0,28.0,84.4
450,1.0,8.0,2022.0,6.0,28.0,85.3
451,1.0,7.916666666666667,2022.0,6.0,28.0,84.6
452,1.0,7.833333333333333,2022.0,6.0,28.0,83.5
453,1.0,7.75,2022.0,6.0,28.0,82.6
454,1.0,7.666666666666667,2022.0,6.0,28.0,82.2
455,1.0,7.583333333333333,2022.0,6.0,28.0,82.4
456,1.0,7.5,2022.0,6.0,28.0,81.1
457,1.0,7.416666666666667,2022.0,6.0,28.0,79.2
458,1.0,7.333333333333333,2022.0,6.0,28.0,79.0
459,1.0,7.25,2022.0,6.0,28.0,77.9
460,1.0,7.166666666666667,2022.0,6.0,28.0,76.5
461,1.0,7.083333333333333,2022.0,6.0,28.0,75.9
462,1.0,7.0,2022.0,6.0,28.0,75.7
463,1.0,6.916666666666667,2022.0,6.0,28.0,75.4
464,1.0,6.833333333333333,2022.0,6.0,28.0,75.4
465,1.0,6.75,2022.0,6.0,28.0,74.1
466,1.0,6.666666666666667,2022.0,6.0,28.0,73.6
467,1.0,6.583333333333333,2022.0,6.0,28.0,73.0
468,1.0,6.5,2022.0,6.0,28.0,72.5
469,1.0,6.416666666666667,2022.0,6.0,28.0,72.1
