,0,1
0,-67.1370868,18.2115553
1,-67.1370868,18.2115553
2,-67.1370868,18.2115553
3,-67.1370868,18.2115553
4,-67.1370868,18.2115553
5,-67.1370868,18.2115553
6,-67.1370868,18.2115553
7,-67.1370868,18.2115553
8,-67.1370868,18.2115553
9,-67.1370868,18.2115553
10,-67.1370868,18.2115553
11,-67.1370868,18.2115553
12,-67.1370868,18.2115553
13,-67.1370868,18.2115553
14,-67.1370868,18.2115553
15,-67.1370868,18.2115553
16,-67.1370868,18.2115553
17,-67.1370868,18.2115553
18,-67.1370868,18.2115553
19,-67.1370868,18.2115553
20,-67.1370868,18.2115553
21,-67.1370868,18.2115553
22,-67.1370868,18.2115553
23,-67.1370868,18.2115553
24,-67.1370868,18.2115553
25,-67.1370868,18.2115553
26,-67.1370868,18.2115553
27,-67.1370868,18.2115553
28,-67.1370868,18.2115553
29,-67.1370868,18.2115553
30,-67.1370868,18.2115553
31,-67.1370868,18.2115553
32,-67.1370868,18.2115553
33,-67.1370868,18.2115553
34,-67.1370868,18.2115553
35,-67.1370868,18.2115553
36,-67.1370868,18.2115553
37,-67.1370868,18.2115553
38,-67.1370868,18.2115553
39,-67.1370868,18.2115553
40,-67.1370868,18.2115553
41,-67.1370868,18.2115553
42,-67.1370868,18.2115553
43,-67.1370868,18.2115553
44,-67.1370868,18.2115553
45,-67.1370868,18.2115553
46,-67.1370868,18.2115553
47,-67.1370868,18.2115553
48,-67.1370868,18.2115553
49,-67.1370868,18.2115553
50,-67.1370868,18.2115553
51,-67.1370868,18.2115553
52,-67.1370868,18.2115553
53,-67.1370868,18.2115553
54,-67.1370868,18.2115553
55,-67.1370868,18.2115553
56,-67.1370868,18.2115553
57,-67.1370868,18.2115553
58,-67.1370868,18.2115553
59,-67.1370868,18.2115553
60,-67.1370868,18.2115553
61,-67.1370868,18.2115553
62,-67.1370868,18.2115553
63,-67.1370868,18.2115553
64,-67.1370868,18.2115553
65,-67.1370868,18.2115553
66,-67.1370868,18.2115553
67,-67.1370868,18.2115553
68,-67.1370868,18.2115553
69,-67.1370868,18.2115553
70,-67.1370868,18.2115553
71,-67.1370868,18.2115553
72,-67.1370868,18.2115553
73,-67.1370868,18.2115553
74,-67.1370868,18.2115553
75,-67.1370868,18.2115553
76,-67.1370868,18.2115553
77,-67.1370868,18.2115553
78,-67.1370868,18.2115553
79,-67.1370868,18.2115553
80,-67.1370868,18.2115553
81,-67.1370868,18.2115553
82,-67.1370868,18.2115553
83,-67.1370868,18.2115553
84,-67.1370868,18.2115553
85,-67.1370868,18.2115553
86,-67.1370868,18.2115553
87,-67.1370868,18.2115553
88,-67.1370868,18.2115553
89,-67.1370868,18.2115553
90,-67.1370868,18.2115553
91,-67.1370868,18.2115553
92,-67.1370868,18.2115553
93,-67.1370868,18.2115553
94,-67.1370868,18.2115553
95,-67.1370868,18.2115553
96,-67.1370868,18.2115553
97,-67.1370868,18.2115553
98,-67.1370868,18.2115553
99,-67.1370868,18.2115553
100,-67.1370868,18.2115553
101,-67.1370868,18.2115553
102,-67.1370868,18.2115553
103,-67.1370868,18.2115553
104,-67.1370868,18.2115553
105,-67.1370868,18.2115553
106,-67.1370868,18.2115553
107,-67.1370868,18.2115553
108,-67.1370868,18.2115553
109,-67.1370868,18.2115553
110,-67.1370868,18.2115553
111,-67.1370868,18.2115553
112,-67.1370868,18.2115553
113,-67.1370868,18.2115553
114,-67.1370868,18.2115553
115,-67.1370868,18.2115553
116,-67.1370868,18.2115553
117,-67.1370868,18.2115553
118,-67.1370868,18.2115553
119,-67.1370868,18.2115553
120,-67.1370868,18.2115553
121,-67.1370868,18.2115553
122,-67.1370868,18.2115553
123,-67.1370868,18.2115553
124,-67.1370868,18.2115553
125,-67.1370868,18.2115553
126,-67.1370868,18.2115553
127,-67.1370868,18.2115553
128,-67.1370868,18.2115553
129,-67.1370868,18.2115553
130,-67.1370868,18.2115553
131,-67.1370868,18.2115553
132,-67.1370868,18.2115553
133,-67.1370868,18.2115553
134,-67.1370868,18.2115553
135,-67.1370868,18.2115553
136,-67.1370868,18.2115553
137,-67.1370868,18.2115553
138,-67.1370868,18.2115553
139,-67.1370868,18.2115553
140,-67.1370868,18.2115553
141,-67.1370868,18.2115553
142,-67.1370868,18.2115553
143,-67.1370868,18.2115553
144,-67.1370868,18.2115553
145,-67.1370868,18.2115553
146,-67.1370868,18.2115553
147,-67.1370868,18.2115553
148,-67.1370868,18.2115553
149,-67.1370868,18.2115553
150,-67.1370868,18.2115553
151,-67.1370868,18.2115553
152,-67.1370868,18.2115553
153,-67.1370868,18.2115553
154,-67.1370868,18.2115553
155,-67.1370868,18.2115553
156,-67.1370868,18.2115553
157,-67.1370868,18.2115553
158,-67.1370868,18.2115553
159,-67.1370868,18.2115553
160,-67.1370868,18.2115553
161,-67.1370868,18.2115553
162,-67.1370868,18.2115553
163,-67.1370868,18.2115553
164,-67.1370868,18.2115553
165,-67.1370868,18.2115553
166,-67.1370868,18.2115553
167,-67.1370868,18.2115553
168,-67.1370868,18.2115553
169,-67.1370868,18.2115553
170,-67.1370868,18.2115553
171,-67.1370868,18.2115553
172,-67.1370868,18.2115553
173,-67.1370868,18.2115553
174,-67.1370868,18.2115553
175,-67.1370868,18.2115553
176,-67.1370868,18.2115553
177,-67.1370868,18.2115553
178,-67.1370868,18.2115553
179,-67.1370868,18.2115553
180,-67.1370868,18.2115553
181,-67.1370868,18.2115553
182,-67.1370868,18.2115553
183,-67.1370868,18.2115553
184,-67.1370868,18.2115553
185,-67.1370868,18.2115553
186,-67.1370868,18.2115553
187,-67.1370868,18.2115553
188,-67.1370868,18.2115553
189,-67.1370868,18.2115553
190,-67.1370868,18.2115553
191,-67.1370868,18.2115553
192,-67.1370868,18.2115553
193,-67.1370868,18.2115553
194,-67.1370868,18.2115553
195,-67.1370868,18.2115553
196,-67.1370868,18.2115553
197,-67.1370868,18.2115553
198,-67.1370868,18.2115553
199,-67.1370868,18.2115553
200,-67.1370868,18.2115553
201,-67.1370868,18.2115553
202,-67.1370868,18.2115553
203,-67.1370868,18.2115553
204,-67.1370868,18.2115553
205,-67.1370868,18.2115553
206,-67.1370868,18.2115553
207,-67.1370868,18.2115553
208,-67.1370868,18.2115553
209,-67.1370868,18.2115553
210,-67.1370868,18.2115553
211,-67.1370868,18.2115553
212,-67.1370868,18.2115553
213,-67.1370868,18.2115553
214,-67.1370868,18.2115553
215,-67.1370868,18.2115553
216,-67.1370868,18.2115553
217,-67.1370868,18.2115553
218,-67.1370868,18.2115553
219,-67.1370868,18.2115553
220,-67.1370868,18.2115553
221,-67.1370868,18.2115553
222,-67.1370868,18.2115553
223,-67.1370868,18.2115553
224,-67.1370868,18.2115553
225,-67.1370868,18.2115553
226,-67.1370868,18.2115553
227,-67.1370868,18.2115553
228,-67.1370868,18.2115553
229,-67.1370868,18.2115553
230,-67.1370868,18.2115553
231,-67.1370868,18.2115553
232,-67.1370868,18.2115553
233,-67.1370868,18.2115553
234,-67.1370868,18.2115553
235,-67.1370868,18.2115553
236,-67.1370868,18.2115553
237,-67.1370868,18.2115553
238,-67.1370868,18.2115553
239,-67.1370868,18.2115553
240,-67.1370868,18.2115553
241,-67.1370868,18.2115553
242,-67.1370868,18.2115553
243,-67.1370868,18.2115553
244,-67.1370868,18.2115553
245,-67.1370868,18.2115553
246,-67.1370868,18.2115553
247,-67.1370868,18.2115553
248,-67.1370868,18.2115553
249,-67.1370868,18.2115553
250,-67.1370868,18.2115553
251,-67.1370868,18.2115553
252,-67.1370868,18.2115553
253,-67.1370868,18.2115553
254,-67.1370868,18.2115553
255,-67.1370868,18.2115553
256,-67.1370868,18.2115553
257,-67.1370868,18.2115553
258,-67.1370868,18.2115553
259,-67.1370868,18.2115553
260,-67.1370868,18.2115553
261,-67.1370868,18.2115553
262,-67.1370868,18.2115553
263,-67.1370868,18.2115553
264,-67.1370868,18.2115553
265,-67.1370868,18.2115553
266,-67.1370868,18.2115553
267,-67.1370868,18.2115553
268,-67.1370868,18.2115553
269,-67.1370868,18.2115553
270,-67.1370868,18.2115553
271,-67.1370868,18.2115553
272,-67.1370868,18.2115553
273,-67.1370868,18.2115553
274,-67.1370868,18.2115553
275,-67.1370868,18.2115553
276,-67.1370868,18.2115553
277,-67.1370868,18.2115553
278,-67.1370868,18.2115553
279,-67.1370868,18.2115553
280,-67.1370868,18.2115553
281,-67.1370868,18.2115553
282,-67.1370868,18.2115553
283,-67.1370868,18.2115553
284,-67.1370868,18.2115553
285,-67.1370868,18.2115553
286,-67.1370868,18.2115553
287,-67.1370868,18.2115553
288,-67.1370868,18.2115553
289,-67.1370868,18.2115553
290,-67.1370868,18.2115553
291,-67.1370868,18.2115553
292,-67.1370868,18.2115553
293,-67.1370868,18.2115553
294,-67.1370868,18.2115553
295,-67.1370868,18.2115553
296,-67.1370868,18.2115553
297,-67.1370868,18.2115553
298,-67.1370868,18.2115553
299,-67.1370868,18.2115553
300,-67.1370868,18.2115553
301,-67.1370868,18.2115553
302,-67.1370868,18.2115553
303,-67.1370868,18.2115553
304,-67.1370868,18.2115553
305,-67.1370868,18.2115553
306,-67.1370868,18.2115553
307,-67.1370868,18.2115553
308,-67.1370868,18.2115553
309,-67.1370868,18.2115553
310,-67.1370868,18.2115553
311,-67.1370868,18.2115553
312,-67.1370868,18.2115553
313,-67.1370868,18.2115553
314,-67.1370868,18.2115553
315,-67.1370868,18.2115553
316,-67.1370868,18.2115553
317,-67.1370868,18.2115553
318,-67.1370868,18.2115553
319,-67.1370868,18.2115553
320,-67.1370868,18.2115553
321,-67.1370868,18.2115553
322,-67.1370868,18.2115553
323,-67.1370868,18.2115553
324,-67.1370868,18.2115553
325,-67.1370868,18.2115553
326,-67.1370868,18.2115553
327,-67.1370868,18.2115553
328,-67.1370868,18.2115553
329,-67.1370868,18.2115553
330,-67.1370868,18.2115553
331,-67.1370868,18.2115553
332,-67.1370868,18.2115553
333,-67.1370868,18.2115553
334,-67.1370868,18.2115553
335,-67.1370868,18.2115553
336,-67.1370868,18.2115553
337,-67.1370868,18.2115553
338,-67.1370868,18.2115553
339,-67.1370868,18.2115553
340,-67.1370868,18.2115553
341,-67.1370868,18.2115553
342,-67.1370868,18.2115553
343,-67.1370868,18.2115553
344,-67.1370868,18.2115553
345,-67.1370868,18.2115553
346,-67.1370868,18.2115553
347,-67.1370868,18.2115553
348,-67.1370868,18.2115553
349,-67.1370868,18.2115553
350,-67.1370868,18.2115553
351,-67.1370868,18.2115553
352,-67.1370868,18.2115553
353,-67.1370868,18.2115553
354,-67.1370868,18.2115553
355,-67.1370868,18.2115553
356,-67.1370868,18.2115553
357,-67.1370868,18.2115553
358,-67.1370868,18.2115553
359,-67.1370868,18.2115553
360,-67.1370868,18.2115553
361,-67.1370868,18.2115553
362,-67.1370868,18.2115553
363,-67.1370868,18.2115553
364,-67.1370868,18.2115553
365,-67.1370868,18.2115553
366,-67.1370868,18.2115553
367,-67.1370868,18.2115553
368,-67.1370868,18.2115553
369,-67.1370868,18.2115553
370,-67.1370868,18.2115553
371,-67.1370868,18.2115553
372,-67.1370868,18.2115553
373,-67.1370868,18.2115553
374,-67.1370868,18.2115553
375,-67.1370868,18.2115553
376,-67.1370868,18.2115553
377,-67.1370868,18.2115553
378,-67.1370868,18.2115553
379,-67.1370868,18.2115553
380,-67.1370868,18.2115553
381,-67.1370868,18.2115553
382,-67.1370868,18.2115553
383,-67.1370868,18.2115553
384,-67.1370868,18.2115553
385,-67.1370868,18.2115553
386,-67.1370868,18.2115553
387,-67.1370868,18.2115553
388,-67.1370868,18.2115553
389,-67.1370868,18.2115553
390,-67.1370868,18.2115553
391,-67.1370868,18.2115553
392,-67.1370868,18.2115553
393,-67.1370868,18.2115553
394,-67.1370868,18.2115553
395,-67.1370868,18.2115553
396,-67.1370868,18.2115553
397,-67.1370868,18.2115553
398,-67.1370868,18.2115553
399,-67.1370868,18.2115553
400,-67.1370868,18.2115553
401,-67.1370868,18.2115553
402,-67.1370868,18.2115553
403,-67.1370868,18.2115553
404,-67.1370868,18.2115553
405,-67.1370868,18.2115553
406,-67.1370868,18.2115553
407,-67.1370868,18.2115553
408,-67.1370868,18.2115553
409,-67.1370868,18.2115553
410,-67.1370868,18.2115553
411,-67.1370868,18.2115553
412,-67.1370868,18.2115553
413,-67.1370868,18.2115553
414,-67.1370868,18.2115553
415,-67.1370868,18.2115553
416,-67.1370868,18.2115553
417,-67.1370868,18.2115553
418,-67.1370868,18.2115553
419,-67.1370868,18.2115553
420,-67.1370868,18.2115553
421,-67.1370868,18.2115553
422,-67.1370868,18.2115553
423,-67.1370868,18.2115553
424,-67.1370868,18.2115553
425,-67.1370868,18.2115553
426,-67.1370868,18.2115553
427,-67.1370868,18.2115553
428,-67.1370868,18.2115553
429,-67.1370868,18.2115553
430,-67.1370868,18.2115553
431,-67.1370868,18.2115553
432,-67.1370868,18.2115553
433,-67.1370868,18.2115553
434,-67.1370868,18.2115553
435,-67.1370868,18.2115553
436,-67.1370868,18.2115553
437,-67.1370868,18.2115553
438,-67.1370868,18.2115553
439,-67.1370868,18.2115553
440,-67.1370868,18.2115553
441,-67.1370868,18.2115553
442,-67.1370868,18.2115553
443,-67.1370868,18.2115553
444,-67.1370868,18.2115553
445,-67.1370868,18.2115553
446,-67.1370868,18.2115553
447,-67.1370868,18.2115553
448,-67.1370868,18.2115553
449,-67.1370868,18.2115553
450,-67.1370868,18.2115553
451,-67.1370868,18.2115553
452,-67.1370868,18.2115553
453,-67.1370868,18.2115553
454,-67.1370868,18.2115553
455,-67.1370868,18.2115553
456,-67.1370868,18.2115553
457,-67.1370868,18.2115553
458,-67.1370868,18.2115553
459,-67.1370868,18.2115553
460,-67.1370868,18.2115553
461,-67.1370868,18.2115553
462,-67.1370868,18.2115553
463,-67.1370868,18.2115553
464,-67.1370868,18.2115553
465,-67.1370868,18.2115553
466,-67.1370868,18.2115553
467,-67.1370868,18.2115553
468,-67.1370868,18.2115553
469,-67.1370868,18.2115553
470,-67.1370868,18.2115553
471,-67.1370868,18.2115553
472,-67.1370868,18.2115553
473,-67.1370868,18.2115553
474,-67.1370868,18.2115553
475,-67.1370868,18.2115553
476,-67.1370868,18.2115553
477,-67.1370868,18.2115553
478,-67.1370868,18.2115553
479,-67.1370868,18.2115553
480,-67.1370868,18.2115553
481,-67.1370868,18.2115553
482,-67.1370868,18.2115553
483,-67.1370868,18.2115553
484,-67.1370868,18.2115553
485,-67.1370868,18.2115553
486,-67.1370868,18.2115553
487,-67.1370868,18.2115553
488,-67.1370868,18.2115553
489,-67.1370868,18.2115553
490,-67.1370868,18.2115553
491,-67.1370868,18.2115553
492,-67.1370868,18.2115553
493,-67.1370868,18.2115553
494,-67.1370868,18.2115553
495,-67.1370868,18.2115553
496,-67.1370868,18.2115553
497,-67.1370868,18.2115553
498,-67.1370868,18.2115553
499,-67.1370868,18.2115553
500,-67.1370868,18.2115553
501,-67.1370868,18.2115553
502,-67.1370868,18.2115553
503,-67.1370868,18.2115553
504,-67.1370868,18.2115553
505,-67.1370868,18.2115553
506,-67.1370868,18.2115553
507,-67.1370868,18.2115553
508,-67.1370868,18.2115553
509,-67.1370868,18.2115553
510,-67.1370868,18.2115553
511,-67.1370868,18.2115553
512,-67.1370868,18.2115553
513,-67.1370868,18.2115553
514,-67.1370868,18.2115553
515,-67.1370868,18.2115553
516,-67.1370868,18.2115553
517,-67.1370868,18.2115553
518,-67.1370868,18.2115553
519,-67.1370868,18.2115553
520,-67.1370868,18.2115553
521,-67.1370868,18.2115553
522,-67.1370868,18.2115553
523,-67.1370868,18.2115553
524,-67.1370868,18.2115553
525,-67.1370868,18.2115553
526,-67.1370868,18.2115553
527,-67.1370868,18.2115553
528,-67.1370868,18.2115553
529,-67.1370868,18.2115553
530,-67.1370868,18.2115553
531,-67.1370868,18.2115553
532,-67.1370868,18.2115553
533,-67.1370868,18.2115553
